Nodo,conecciones,Betweenness_nx,Betweenness_streets,Closeness_streets,Degree_streets
649,"(787, 788)",0.05746,0.05693,0.02737,0.00166
650,"(788, 789)",0.05746,0.05693,0.02665,0.00166
651,"(789, 150)",0.05746,0.05693,0.02597,0.00249
652,"(150, 790)",0.03938,0.03987,0.02533,0.00166
653,"(790, 152)",0.03938,0.03987,0.02472,0.00166
654,"(152, 909)",0.04932,0.05023,0.03061,0.00249
655,"(909, 910)",0.04932,0.05023,0.02971,0.00166
656,"(910, 184)",0.04932,0.05023,0.02886,0.00249
657,"(184, 185)",0.03881,0.04134,0.02941,0.00332
658,"(185, 889)",0.02129,0.02243,0.02883,0.00249
659,"(889, 897)",0.02129,0.02243,0.02803,0.00166
660,"(897, 896)",0.02129,0.02243,0.02728,0.00166
661,"(892, 891)",0.04576,0.04985,0.02418,0.00166
662,"(891, 890)",0.04576,0.04985,0.02362,0.00166
663,"(890, 186)",0.04576,0.04985,0.02308,0.00249
664,"(186, 187)",0.06,0.06499,0.02833,0.00332
665,"(187, 911)",0.08086,0.08555,0.02961,0.00249
666,"(911, 912)",0.08086,0.08555,0.02876,0.00166
667,"(912, 153)",0.08086,0.08555,0.02796,0.00249
668,"(153, 791)",0.10716,0.11138,0.03021,0.00249
669,"(791, 151)",0.10716,0.11138,0.02933,0.00249
670,"(151, 776)",0.11204,0.11471,0.03071,0.00249
671,"(776, 777)",0.11204,0.11471,0.02981,0.00166
672,"(777, 778)",0.11204,0.11471,0.02896,0.00166
673,"(778, 779)",0.11204,0.11471,0.02815,0.00166
674,"(779, 780)",0.11204,0.11471,0.02739,0.00166
675,"(780, 781)",0.11204,0.11471,0.02667,0.00166
676,"(155, 154)",0.03368,0.03336,0.02781,0.00332
677,"(154, 775)",0.03625,0.03536,0.03178,0.00249
678,"(775, 774)",0.03625,0.03536,0.03081,0.00166
679,"(774, 153)",0.03625,0.03536,0.02989,0.00249
680,"(153, 152)",0.00994,0.00954,0.03021,0.00249
681,"(150, 151)",0.01808,0.01623,0.02532,0.00249
682,"(151, 772)",0.01319,0.01289,0.0307,0.00249
683,"(772, 773)",0.01319,0.01289,0.02979,0.00166
684,"(773, 771)",0.01319,0.01289,0.02893,0.00166
685,"(771, 293)",0.01319,0.01289,0.02813,0.00249
686,"(293, 295)",0.02452,0.02341,0.03012,0.00249
687,"(295, 296)",0.02452,0.02341,0.02926,0.00166
688,"(765, 766)",0.06918,0.07118,0.02748,0.00166
689,"(766, 767)",0.06918,0.07118,0.02676,0.00166
690,"(767, 293)",0.06918,0.07118,0.02607,0.00249
691,"(293, 154)",0.05786,0.06067,0.0301,0.00332
692,"(154, 920)",0.0553,0.05867,0.03178,0.00249
693,"(920, 919)",0.0553,0.05867,0.03081,0.00166
694,"(919, 918)",0.0553,0.05867,0.0299,0.00166
695,"(918, 180)",0.0553,0.05867,0.02904,0.00249
696,"(180, 181)",0.05784,0.06299,0.03008,0.00332
697,"(181, 903)",0.04206,0.04627,0.0299,0.00249
698,"(903, 904)",0.04206,0.04627,0.02904,0.00166
699,"(904, 905)",0.04206,0.04627,0.02823,0.00166
700,"(901, 902)",0.01801,0.01911,0.02217,0.00166
701,"(902, 182)",0.01801,0.01911,0.02169,0.00249
702,"(182, 183)",0.01542,0.01592,0.02925,0.00332
703,"(183, 923)",0.01376,0.01338,0.02925,0.00249
704,"(923, 922)",0.01376,0.01338,0.02843,0.00166
705,"(922, 921)",0.01376,0.01338,0.02765,0.00166
706,"(921, 155)",0.01376,0.01338,0.02691,0.00332
707,"(155, 298)",0.00584,0.00529,0.02781,0.00249
708,"(298, 296)",0.00584,0.00529,0.02707,0.00166
709,"(294, 296)",0.00965,0.00878,0.02479,0.00166
710,"(667, 134)",0.02347,0.02117,0.0257,0.00166
711,"(134, 135)",0.03713,0.03499,0.02819,0.00332
712,"(135, 737)",0.02551,0.0233,0.02744,0.00166
713,"(737, 738)",0.02551,0.0233,0.02672,0.00166
714,"(738, 739)",0.02551,0.0233,0.02605,0.00166
715,"(739, 294)",0.02551,0.0233,0.0254,0.00249
716,"(294, 770)",0.01586,0.01369,0.02479,0.00166
717,"(770, 769)",0.01586,0.01369,0.02421,0.00166
718,"(769, 768)",0.01586,0.01369,0.02365,0.00166
719,"(768, 677)",0.01586,0.01369,0.02312,0.00166
720,"(297, 736)",0.02005,0.0182,0.0236,0.00166
721,"(736, 735)",0.02005,0.0182,0.02306,0.00166
722,"(735, 734)",0.02005,0.0182,0.02255,0.00166
723,"(734, 136)",0.02005,0.0182,0.02207,0.00249
724,"(136, 137)",0.01932,0.01824,0.0278,0.00332
725,"(137, 668)",0.02821,0.02616,0.02723,0.00249
726,"(135, 136)",0.01161,0.01086,0.02742,0.00249
727,"(136, 720)",0.01235,0.01081,0.02781,0.00249
728,"(720, 721)",0.01235,0.01081,0.02707,0.00166
729,"(721, 722)",0.01235,0.01081,0.02637,0.00166
730,"(722, 723)",0.01235,0.01081,0.0257,0.00166
731,"(723, 724)",0.01235,0.01081,0.02507,0.00166
732,"(724, 725)",0.01235,0.01081,0.02447,0.00166
733,"(725, 726)",0.01235,0.01081,0.02389,0.00166
734,"(726, 131)",0.01235,0.01081,0.02335,0.00249
735,"(131, 132)",0.0121,0.01164,0.02844,0.00332
736,"(133, 130)",0.0281,0.02799,0.02917,0.00332
737,"(130, 727)",0.02254,0.02091,0.02918,0.00249
738,"(727, 728)",0.02254,0.02091,0.02837,0.00166
739,"(728, 729)",0.02254,0.02091,0.0276,0.00166
740,"(729, 730)",0.02254,0.02091,0.02687,0.00166
741,"(730, 731)",0.02254,0.02091,0.02618,0.00166
742,"(731, 732)",0.02254,0.02091,0.02552,0.00166
743,"(732, 733)",0.02254,0.02091,0.0249,0.00166
744,"(733, 137)",0.02254,0.02091,0.0243,0.00249
745,"(137, 134)",0.01365,0.01299,0.02722,0.00249
746,"(296, 740)",0.04001,0.03914,0.03273,0.00332
747,"(740, 741)",0.04001,0.03914,0.03171,0.00166
748,"(741, 742)",0.04001,0.03914,0.03075,0.00166
749,"(742, 743)",0.04001,0.03914,0.02984,0.00166
750,"(743, 744)",0.04001,0.03914,0.02899,0.00166
751,"(744, 745)",0.04001,0.03914,0.02818,0.00166
752,"(745, 746)",0.04001,0.03914,0.02742,0.00166
753,"(746, 157)",0.04001,0.03914,0.0267,0.00249
754,"(157, 158)",0.02923,0.0288,0.02951,0.00332
755,"(155, 929)",0.0098,0.00868,0.02781,0.00249
756,"(929, 930)",0.0098,0.00868,0.02707,0.00166
757,"(930, 931)",0.0098,0.00868,0.02636,0.00166
758,"(931, 932)",0.0098,0.00868,0.02569,0.00166
759,"(932, 933)",0.0098,0.00868,0.02506,0.00166
760,"(933, 934)",0.0098,0.00868,0.02445,0.00166
761,"(934, 161)",0.0098,0.00868,0.02388,0.00249
762,"(160, 992)",0.03556,0.03479,0.02889,0.00249
763,"(992, 993)",0.03556,0.03479,0.02809,0.00166
764,"(993, 994)",0.03556,0.03479,0.02733,0.00166
765,"(994, 995)",0.03556,0.03479,0.02661,0.00166
766,"(995, 996)",0.03556,0.03479,0.02593,0.00166
767,"(996, 997)",0.03556,0.03479,0.02529,0.00166
768,"(997, 155)",0.03556,0.03479,0.02467,0.00332
769,"(156, 985)",0.02005,0.0182,0.02896,0.00249
770,"(985, 986)",0.02005,0.0182,0.02816,0.00166
771,"(986, 987)",0.02005,0.0182,0.0274,0.00166
772,"(987, 988)",0.02005,0.0182,0.02669,0.00166
773,"(988, 989)",0.02005,0.0182,0.02601,0.00166
774,"(989, 990)",0.02005,0.0182,0.02536,0.00166
775,"(990, 991)",0.02005,0.0182,0.02474,0.00166
776,"(991, 297)",0.02005,0.0182,0.02416,0.00166
777,"(801, 802)",0.04306,0.04006,0.0252,0.00166
778,"(802, 803)",0.04306,0.04006,0.0246,0.00166
779,"(803, 804)",0.04306,0.04006,0.02402,0.00166
780,"(804, 805)",0.04306,0.04006,0.02347,0.00166
781,"(805, 806)",0.04306,0.04006,0.02295,0.00166
782,"(806, 808)",0.04306,0.04006,0.02245,0.00166
783,"(808, 809)",0.04306,0.04006,0.02197,0.00166
784,"(809, 810)",0.04306,0.04006,0.02151,0.00166
785,"(810, 196)",0.04306,0.04006,0.02107,0.00166
786,"(196, 197)",0.06466,0.06212,0.02686,0.00332
787,"(197, 814)",0.04026,0.03855,0.02616,0.00166
788,"(814, 816)",0.04026,0.03855,0.0255,0.00166
789,"(816, 274)",0.04026,0.03855,0.02487,0.00166
790,"(274, 275)",0.04257,0.04158,0.02475,0.00332
791,"(275, 278)",0.03543,0.03264,0.02417,0.00166
792,"(278, 817)",0.03543,0.03264,0.02361,0.00166
793,"(817, 280)",0.03543,0.03264,0.02308,0.00166
794,"(279, 818)",0.03819,0.03598,0.01591,0.00166
795,"(818, 277)",0.03819,0.03598,0.01567,0.00166
796,"(277, 276)",0.03819,0.03598,0.01543,0.00166
797,"(276, 273)",0.04533,0.04492,0.02384,0.00332
798,"(273, 200)",0.04302,0.0419,0.02329,0.00166
799,"(200, 815)",0.04302,0.0419,0.02276,0.00249
800,"(815, 198)",0.0246,0.0235,0.02226,0.00249
801,"(198, 201)",0.03323,0.03139,0.02575,0.00332
802,"(201, 195)",0.03274,0.03091,0.02651,0.00249
803,"(195, 813)",0.04996,0.0471,0.02622,0.00249
804,"(813, 812)",0.04996,0.0471,0.02557,0.00166
805,"(812, 811)",0.04996,0.0471,0.02495,0.00166
806,"(811, 807)",0.04996,0.0471,0.02436,0.00166
807,"(807, 798)",0.04996,0.0471,0.02379,0.00166
808,"(798, 797)",0.04996,0.0471,0.02325,0.00166
809,"(797, 796)",0.04996,0.0471,0.02274,0.00166
810,"(796, 795)",0.04996,0.0471,0.02225,0.00166
811,"(815, 199)",0.01842,0.01756,0.02227,0.00166
812,"(194, 195)",0.01721,0.01535,0.0257,0.00166
813,"(199, 913)",0.03419,0.03324,0.0252,0.00249
814,"(913, 914)",0.03419,0.03324,0.02459,0.00166
815,"(914, 915)",0.03419,0.03324,0.02401,0.00166
816,"(915, 916)",0.03419,0.03324,0.02345,0.00166
817,"(916, 185)",0.03419,0.03324,0.02292,0.00249
818,"(185, 186)",0.05172,0.05214,0.02882,0.00332
819,"(187, 184)",0.02782,0.02804,0.0296,0.00332
820,"(184, 968)",0.03833,0.03693,0.02942,0.00249
821,"(968, 967)",0.03833,0.03693,0.02859,0.00166
822,"(967, 966)",0.03833,0.03693,0.02781,0.00166
823,"(966, 965)",0.03833,0.03693,0.02706,0.00166
824,"(965, 194)",0.03833,0.03693,0.02636,0.00249
825,"(194, 201)",0.02112,0.02075,0.02569,0.00249
826,"(201, 196)",0.0216,0.02123,0.02649,0.00249
827,"(197, 198)",0.0244,0.02273,0.02616,0.00249
828,"(198, 199)",0.01577,0.01484,0.02576,0.00249
829,"(275, 276)",0.00714,0.00811,0.02415,0.00166
830,"(273, 274)",0.00231,0.0022,0.02328,0.00166
831,"(280, 281)",0.03543,0.03264,0.02257,0.00166
832,"(281, 819)",0.03543,0.03264,0.02209,0.00166
833,"(819, 821)",0.03543,0.03264,0.02162,0.00166
834,"(821, 823)",0.03543,0.03264,0.02118,0.00166
835,"(823, 826)",0.03543,0.03264,0.02075,0.00166
836,"(825, 824)",0.03819,0.03598,0.01725,0.00166
837,"(824, 822)",0.03819,0.03598,0.01696,0.00166
838,"(822, 820)",0.03819,0.03598,0.01669,0.00166
839,"(820, 282)",0.03819,0.03598,0.01642,0.00166
840,"(282, 279)",0.03819,0.03598,0.01616,0.00166
841,"(186, 1002)",0.03747,0.037,0.02834,0.00249
842,"(1002, 181)",0.03747,0.037,0.02756,0.00249
843,"(181, 182)",0.05326,0.05372,0.02989,0.00332
844,"(182, 998)",0.05586,0.05692,0.02926,0.00249
845,"(924, 183)",0.04956,0.05038,0.02438,0.00249
846,"(183, 180)",0.05122,0.05292,0.02925,0.00332
847,"(180, 917)",0.04867,0.0486,0.03008,0.00249
848,"(917, 187)",0.04867,0.0486,0.02921,0.00249
849,"(998, 937)",0.05586,0.05692,0.02844,0.00166
850,"(937, 1003)",0.05586,0.05692,0.02766,0.00166
851,"(1003, 936)",0.05586,0.05692,0.02693,0.00166
852,"(936, 935)",0.05586,0.05692,0.02623,0.00166
853,"(928, 927)",0.04956,0.05038,0.02698,0.00166
854,"(927, 926)",0.04956,0.05038,0.02628,0.00166
855,"(926, 925)",0.04956,0.05038,0.02561,0.00166
856,"(925, 924)",0.04956,0.05038,0.02498,0.00166
857,"(896, 895)",0.02129,0.02243,0.02656,0.00166
858,"(895, 894)",0.02129,0.02243,0.02588,0.00166
859,"(894, 188)",0.02129,0.02243,0.02524,0.00249
860,"(188, 189)",0.01393,0.01382,0.02588,0.00332
861,"(189, 190)",0.00793,0.00769,0.02544,0.00249
862,"(190, 191)",0.01948,0.02173,0.02488,0.00332
863,"(191, 192)",0.00147,0.0018,0.02428,0.00166
864,"(192, 193)",0.04353,0.04889,0.02625,0.00332
865,"(193, 188)",0.03385,0.03948,0.02604,0.00332
866,"(193, 908)",0.04576,0.04985,0.02605,0.00249
867,"(908, 893)",0.04576,0.04985,0.02539,0.00166
868,"(893, 892)",0.04576,0.04985,0.02477,0.00166
869,"(189, 193)",0.03609,0.04044,0.02543,0.00332
870,"(905, 906)",0.04206,0.04627,0.02747,0.00166
871,"(906, 907)",0.04206,0.04627,0.02674,0.00166
872,"(907, 192)",0.04206,0.04627,0.02605,0.00166
873,"(191, 898)",0.01801,0.01911,0.02429,0.00166
874,"(898, 899)",0.01801,0.01911,0.02372,0.00166
875,"(899, 900)",0.01801,0.01911,0.02318,0.00166
876,"(900, 901)",0.01801,0.01911,0.02266,0.00166
877,"(683, 684)",0.07164,0.07226,0.03,0.00166
878,"(684, 685)",0.07164,0.07226,0.02914,0.00166
879,"(685, 116)",0.07164,0.07226,0.02833,0.00249
880,"(116, 696)",0.06904,0.07066,0.03063,0.00249
881,"(696, 124)",0.06904,0.07066,0.02972,0.00249
882,"(124, 694)",0.06895,0.0704,0.03066,0.00249
883,"(694, 698)",0.06895,0.0704,0.02976,0.00166
884,"(698, 699)",0.06895,0.0704,0.02891,0.00166
885,"(699, 700)",0.06895,0.0704,0.02811,0.00166
886,"(703, 702)",0.0444,0.04556,0.02609,0.00166
887,"(702, 695)",0.0444,0.04556,0.02544,0.00166
888,"(695, 125)",0.0444,0.04556,0.02482,0.00166
889,"(125, 697)",0.08526,0.08647,0.0304,0.00249
890,"(697, 117)",0.08526,0.08647,0.0295,0.00249
891,"(117, 689)",0.07462,0.0754,0.02867,0.00166
892,"(689, 688)",0.07462,0.0754,0.02788,0.00166
893,"(688, 687)",0.07462,0.0754,0.02714,0.00166
894,"(117, 116)",0.01064,0.01024,0.02866,0.00249
895,"(116, 691)",0.01324,0.01184,0.03064,0.00249
896,"(691, 690)",0.01324,0.01184,0.02975,0.00166
897,"(690, 656)",0.01324,0.01184,0.0289,0.00166
898,"(656, 655)",0.01324,0.01184,0.02811,0.00166
899,"(655, 654)",0.01324,0.01184,0.02735,0.00166
900,"(654, 653)",0.01324,0.01184,0.02664,0.00166
901,"(653, 652)",0.01324,0.01184,0.02596,0.00166
902,"(652, 651)",0.01324,0.01184,0.02532,0.00166
903,"(651, 119)",0.01324,0.01184,0.0247,0.00249
904,"(119, 118)",0.00562,0.00522,0.0285,0.00249
905,"(120, 121)",0.03047,0.02922,0.02941,0.00249
906,"(121, 657)",0.02911,0.02731,0.02941,0.00249
907,"(657, 658)",0.02911,0.02731,0.02859,0.00166
908,"(658, 659)",0.02911,0.02731,0.02781,0.00166
909,"(659, 660)",0.02911,0.02731,0.02707,0.00166
910,"(660, 661)",0.02911,0.02731,0.02637,0.00166
911,"(661, 662)",0.02911,0.02731,0.02571,0.00166
912,"(662, 122)",0.02911,0.02731,0.02508,0.00249
913,"(122, 123)",0.00692,0.00587,0.02448,0.00166
914,"(123, 692)",0.04077,0.03982,0.0284,0.00249
915,"(692, 693)",0.04077,0.03982,0.02762,0.00166
916,"(693, 124)",0.04077,0.03982,0.02689,0.00249
917,"(124, 125)",0.04086,0.04008,0.03065,0.00249
918,"(122, 707)",0.02219,0.02061,0.02448,0.00166
919,"(707, 709)",0.02219,0.02061,0.0239,0.00166
920,"(709, 711)",0.02219,0.02061,0.02336,0.00166
921,"(711, 713)",0.02219,0.02061,0.02283,0.00166
922,"(713, 130)",0.02219,0.02061,0.02234,0.00249
923,"(130, 131)",0.02775,0.02768,0.02917,0.00332
924,"(131, 747)",0.028,0.02685,0.02845,0.00249
925,"(747, 748)",0.028,0.02685,0.02767,0.00166
926,"(750, 132)",0.04234,0.04216,0.02702,0.00249
927,"(132, 133)",0.04641,0.04622,0.02903,0.00332
928,"(133, 712)",0.03385,0.03312,0.02918,0.00249
929,"(712, 710)",0.03385,0.03312,0.02836,0.00166
930,"(710, 708)",0.03385,0.03312,0.02759,0.00166
931,"(708, 706)",0.03385,0.03312,0.02686,0.00166
932,"(706, 123)",0.03385,0.03312,0.02617,0.00166
933,"(935, 177)",0.05586,0.05692,0.02557,0.00166
934,"(177, 178)",0.06089,0.06293,0.02838,0.00332
935,"(178, 882)",0.0293,0.03028,0.02761,0.00166
936,"(882, 881)",0.0293,0.03028,0.02687,0.00166
937,"(881, 880)",0.0293,0.03028,0.02618,0.00166
938,"(880, 173)",0.0293,0.03028,0.02552,0.00249
939,"(173, 174)",0.01384,0.01452,0.02779,0.00249
940,"(175, 172)",0.02206,0.02317,0.02654,0.00249
941,"(172, 883)",0.03804,0.03919,0.02724,0.00249
942,"(883, 884)",0.03804,0.03919,0.02652,0.00166
943,"(884, 885)",0.03804,0.03919,0.02585,0.00166
944,"(885, 179)",0.03804,0.03919,0.0252,0.00249
945,"(179, 176)",0.04093,0.04226,0.02801,0.00332
946,"(176, 928)",0.04956,0.05038,0.02771,0.00249
947,"(748, 749)",0.028,0.02685,0.02694,0.00166
948,"(749, 156)",0.028,0.02685,0.02624,0.00249
949,"(156, 157)",0.03144,0.03188,0.02895,0.00332
950,"(157, 753)",0.04222,0.04222,0.02951,0.00249
951,"(753, 160)",0.04222,0.04222,0.02867,0.00249
952,"(160, 161)",0.02128,0.02225,0.02888,0.00332
953,"(161, 879)",0.01366,0.0133,0.02855,0.00249
954,"(879, 878)",0.01366,0.0133,0.02776,0.00166
955,"(878, 877)",0.01366,0.0133,0.02702,0.00166
956,"(877, 176)",0.01366,0.0133,0.02632,0.00249
957,"(176, 177)",0.00503,0.00519,0.0277,0.00249
958,"(178, 179)",0.03159,0.03182,0.0276,0.00249
959,"(179, 971)",0.0287,0.02875,0.02801,0.00249
960,"(971, 970)",0.0287,0.02875,0.02726,0.00166
961,"(970, 969)",0.0287,0.02875,0.02654,0.00166
962,"(969, 162)",0.0287,0.02875,0.02586,0.00249
963,"(162, 163)",0.03627,0.03666,0.02812,0.00332
964,"(163, 754)",0.03583,0.03608,0.02836,0.00249
965,"(754, 158)",0.03583,0.03608,0.02759,0.00249
