Nodo,BC,CC,DC,DiBC,DiCC,DiDC
235,0.027654332933053114,0.05001672800267648,0.010033444816053512,0.031751999581004546,0.04399646851088876,0.010033444816053512
236,0.02813866047475455,0.05141874462596733,0.010033444816053512,0.039570540343811425,0.0476569971310169,0.010033444816053512
237,0.028109836465527293,0.053070642527511536,0.010033444816053512,0.039570540343811425,0.04550989345509893,0.010033444816053512
238,0.021545037970564933,0.04953611663353214,0.010033444816053512,0.02683369300673065,0.04550989345509893,0.010033444816053512
239,0.028744612562146495,0.05094564661782246,0.010033444816053512,0.02683369300673065,0.0476569971310169,0.010033444816053512
240,0.03749005162246679,0.052603800140745956,0.010033444816053512,0.03465223376953754,0.04821025475653015,0.010033444816053512
241,0.048671511824288034,0.05458196422051844,0.010033444816053512,0.03465223376953754,0.050626481544192345,0.010033444816053512
242,0.06456706551430107,0.056865728413845566,0.010033444816053512,0.05936660606196643,0.051445285615966965,0.010033444816053512
243,0.026903419563339415,0.05504418262150221,0.010033444816053512,0.06428491263624034,0.050635055038103303,0.010033444816053512
244,0.030841256005111842,0.05549368968077208,0.010033444816053512,0.06428491263624034,0.0482258064516129,0.010033444816053512
245,0.018442518032491178,0.0518018018018018,0.010033444816053512,0.020583151893335726,0.04542692190823458,0.010033444816053512
