,Unnamed: 0,Nodo,Conections,DiBC,DiCC,DiDC,BC,CC,DC,state RW,state_RW_UL,state_RWM,state_RWM_UL,MaxOcupation,mean_state_RW,mean_state_RW_lim,mean_state_RWM,mean_state_RWM_lim
13,13,13,"(420, 419)",0.0634711183593326,0.0245022348638764,0.0016583747927031,0.050558937677827,0.02834312573443,0.0016583747927031,11,5,0,2,48,7.25562,5.505585043175157,0.5470156555772994,0.8011730436151787
14,14,14,"(419, 418)",0.0634711183593326,0.0239309455303105,0.0016583747927031,0.0495651672601183,0.0278689282248001,0.0016583747927031,5,4,0,3,46,7.2584,5.52758192716998,0.5809686888454012,0.8042040623523854
15,15,15,"(418, 417)",0.0634711183593326,0.0233856893542757,0.0016583747927031,0.0486017987418892,0.0274240494815353,0.0016583747927031,4,2,0,1,46,7.23592,5.519052523171988,0.5488747553816047,0.7810187372067391
16,16,16,"(417, 416)",0.0634711183593326,0.0228647265143615,0.0016583747927031,0.0476661271470653,0.0270052398226521,0.0016583747927031,7,9,0,0,32,7.22378,5.501386358234968,0.5374755381604697,0.8017635018107385
17,17,17,"(416, 5)",0.0634711183593326,0.0223664688427299,0.0024875621890547,0.047291414232993,0.0266107678729037,0.0024875621890547,14,4,0,2,30,7.2611,5.570466608571655,0.5426125244618395,0.8746260431428121
18,18,18,"(5, 4)",0.0366563907066788,0.0239413971770591,0.0033167495854063,0.0332807457353843,0.0260357073465598,0.0033167495854063,4,14,2,0,20,8.87152,11.215981409596239,0.7581213307240704,8.97894032435837
19,19,19,"(4, 305)",0.0251579240725831,0.0237616739567324,0.0024875621890547,0.0303066437723605,0.0255578867060843,0.0024875621890547,6,26,0,26,26,11.50396,24.9219150228419,1.3357632093933465,25.150921114785074
20,20,20,"(305, 306)",0.025157924072583,0.0232177579269583,0.0016583747927031,0.0265571541665304,0.0249761835728782,0.0016583747927031,13,27,4,24,28,11.48486,27.55797618104518,1.3126223091976517,27.23665564478035
21,21,21,"(306, 307)",0.025157924072583,0.0226981856508318,0.0016583747927031,0.0250556712629294,0.0244243271158636,0.0016583747927031,15,15,2,15,15,11.50324,14.626105785735033,1.2788649706457926,14.258541961895764
22,22,22,"(307, 308)",0.025157924072583,0.0222013585906003,0.0016583747927031,0.0235651983164585,0.0239001189060642,0.0016583747927031,11,18,0,17,18,11.48886,16.98365417623914,1.2790606653620353,17.24259959061565
23,23,23,"(308, 309)",0.0251579240725831,0.0217258151684381,0.0016583747927031,0.0220857353271175,0.0234015717473561,0.0016583747927031,15,16,2,16,16,11.50972,15.229897805592966,1.3234833659491194,15.259250511730436
24,24,24,"(309, 2)",0.0251579240725831,0.021270216405933,0.0024875621890547,0.0207182474230881,0.022926884909319,0.0024875621890547,12,15,0,12,15,11.48722,14.092239034566532,1.2832681017612524,14.262360258227051
25,25,25,"(2, 1)",0.0103240712068977,0.0210302375056673,0.0024875621890547,0.0085008434785195,0.0224359570628616,0.0024875621890547,6,8,1,7,8,10.45018,7.816208508278539,1.061986301369863,7.23952920799874
26,26,26,"(3, 2)",0.002065399145352,0.019852832238629,0.0024875621890547,0.0009226755935661,0.0221736012796705,0.0024875621890547,11,6,0,3,6,9.36352,3.850801447093929,0.8769569471624267,3.44713430955755
27,27,27,"(2, 320)",0.0168992520110374,0.021039776692254,0.0024875621890547,0.010886572896046,0.0225779275484414,0.0024875621890547,6,7,3,18,18,10.39002,11.620560352795163,1.0385029354207436,17.25255865218076
28,28,28,"(320, 321)",0.0168992520110374,0.0206164418688137,0.0016583747927031,0.0095743768628982,0.0223639802692578,0.0016583747927031,17,16,1,20,20,10.41844,15.545380126224616,1.0221135029354207,19.342150842387024
29,29,29,"(321, 322)",0.0168992520110374,0.0202098066159466,0.0016583747927031,0.0090626840882138,0.0222123991601281,0.0016583747927031,12,16,0,18,18,10.41668,15.869074968971983,1.0570939334637965,17.366950086600536
30,30,30,"(322, 323)",0.0168992520110374,0.019818901907939,0.0016583747927031,0.0087536107331928,0.0221207285533483,0.0016583747927031,14,13,1,11,14,10.4084,12.689693416778896,1.033023483365949,13.370374744134782
31,31,31,"(323, 324)",0.0168992520110374,0.0194428322692977,0.0016583747927031,0.0085797356736603,0.0220741662700882,0.0016583747927031,13,16,2,19,20,10.3949,17.884919063085903,1.04926614481409,19.369744922059517
32,32,32,"(335, 334)",0.0114379118698806,0.0178270509977827,0.0016583747927031,0.0070318480690158,0.0213769143505388,0.0016583747927031,5,18,4,17,18,8.29188,14.933692466133248,0.6926125244618395,17.3112895606991
33,33,33,"(334, 333)",0.0114379118698806,0.0175221933252938,0.0016583747927031,0.0071747781078502,0.0214027117200255,0.0016583747927031,11,15,2,15,15,8.27156,13.34336792627215,0.701027397260274,14.325421193512833
34,34,34,"(333, 332)",0.0114379118698806,0.0172275869950288,0.0016583747927031,0.0074491114683089,0.0214866020524515,0.0016583747927031,6,18,0,18,18,8.2721,16.637328685732392,0.7165362035225049,17.30782553928515
35,35,35,"(332, 331)",0.0114379118698806,0.0169427234795802,0.0016583747927031,0.0079478708048063,0.0216268560361523,0.0016583747927031,8,18,0,18,18,8.26682,17.322506535688824,0.6993150684931507,17.317823964729964
36,36,36,"(331, 1)",0.0114379118698806,0.016667127339064,0.0016583747927031,0.0086512465236745,0.0218244991766047,0.0016583747927031,7,18,0,15,18,8.27618,17.720061263830573,0.6940802348336594,17.31778460085026
37,37,37,"(1, 0)",0.0225918585954505,0.0206715688795186,0.0024875621890547,0.0097594065950813,0.022052773053925,0.0024875621890547,17,6,0,5,6,18.69584,5.7921518920489055,122.58101761252446,5.316131317902692
38,38,38,"(7, 5)",0.0092480199280224,0.0227281293581093,0.0024875621890547,0.0059055528166263,0.0257576728391106,0.0024875621890547,6,9,0,0,16,10.49096,7.275634423935145,1.0182974559686888,1.0686506062037475
39,39,39,"(5, 310)",0.0360627475806765,0.0239480529796064,0.0024875621890547,0.0187376969660961,0.0262727926279328,0.0024875621890547,7,7,2,0,38,8.84086,6.4359238427209595,0.7469667318982387,0.9581168319949614
40,40,40,"(310, 311)",0.0360627475806764,0.0233956700550942,0.0016583747927031,0.0173614389846394,0.0260717296841559,0.0016583747927031,4,9,0,0,32,8.85784,6.433494414956825,0.7490215264187867,0.9481971343095575
41,41,41,"(311, 312)",0.0360627475806764,0.0228681950054041,0.0016583747927031,0.0172718121186885,0.0260261556390003,0.0016583747927031,10,6,0,2,34,8.85432,6.409120916844913,0.7457436399217221,0.9620532199653598
42,42,42,"(312, 313)",0.0360627475806764,0.0223639802692578,0.0016583747927031,0.0175960815241841,0.0261724429783632,0.0016583747927031,12,7,0,1,34,8.86722,6.439013441073174,0.7496086105675147,0.9559518186112423
43,43,43,"(313, 314)",0.0360627475806764,0.0218815204572258,0.0016583747927031,0.0181299637690258,0.0263993170325941,0.0016583747927031,5,10,0,0,28,8.85388,6.435976656368005,0.7513698630136987,0.97114627617698
44,44,44,"(314, 11)",0.0360627475806764,0.0214194373401534,0.0024875621890547,0.0230557350068111,0.026735241304396,0.0024875621890547,8,9,1,0,28,8.86072,6.427605693311151,0.7539628180039138,0.9492993229412691
45,45,45,"(10, 315)",0.0283945237915014,0.0233829688227082,0.0016583747927031,0.0123158953637793,0.0256721374289545,0.0016583747927031,20,24,1,23,26,14.18004,13.289207531226069,2.8180039138943247,24.91284837033538
46,46,46,"(315, 316)",0.0283945237915014,0.0228560598881834,0.0016583747927031,0.0116598411905538,0.0254151563685408,0.0016583747927031,8,18,2,32,32,14.2196,13.297182391930075,2.543248532289628,30.919304046606833
47,47,47,"(316, 317)",0.0283945237915014,0.0223523742447269,0.0016583747927031,0.0112498857708469,0.0252443849036066,0.0016583747927031,14,11,2,32,34,14.18398,13.359528902268346,2.8908512720156554,32.896000629822076
48,48,48,"(317, 318)",0.0283945237915014,0.0218704096621511,0.0016583747927031,0.011085668186256,0.0252095570559585,0.0016583747927031,10,13,0,35,36,14.16546,13.604372969975442,2.897945205479452,34.93024720516454
49,49,49,"(318, 319)",0.0283945237915014,0.0214087907406092,0.0016583747927031,0.0111451795272239,0.0252232656390521,0.0016583747927031,12,16,5,34,34,14.1721,15.344318571918985,2.7613502935420744,32.915367658636434
50,50,50,"(319, 4)",0.0283945237915014,0.0209662558022287,0.0024875621890547,0.0118972128220894,0.025375049971595,0.0024875621890547,22,32,3,34,34,14.18316,23.641052047849165,2.436301369863014,32.9150133837191
51,51,51,"(4, 6)",0.0398929904255971,0.0237551213362748,0.0024875621890547,0.0085546985156148,0.0256235924021586,0.0024875621890547,9,14,0,14,14,11.51646,11.875808708970398,1.274119373776908,12.561014013541175
52,52,52,"(324, 325)",0.0168992520110374,0.0190807689265089,0.0016583747927031,0.0085503476684056,0.0220620518074052,0.0016583747927031,14,15,1,16,18,10.41236,16.989173202355488,1.066536203522505,17.37635805384979
53,53,53,"(325, 326)",0.0168992520110373,0.0187319437109751,0.0016583747927031,0.0086300997434345,0.0220858895705521,0.0016583747927031,10,13,1,14,14,10.40598,13.083577596450922,1.0474559686888454,13.379664619744922
54,54,54,"(326, 327)",0.0168992520110373,0.0183956436187251,0.0016583747927031,0.0088895288502199,0.0221646358273143,0.0016583747927031,12,15,2,13,15,10.4192,13.498640048588555,1.066536203522505,14.394189891355692
55,55,55,"(327, 328)",0.0168992520110373,0.0180712059458163,0.0016583747927031,0.0093330564535914,0.022296997485579,0.0016583747927031,13,18,1,17,18,10.41506,16.542924291636957,1.0481409001956947,17.4051330499134
56,56,56,"(328, 329)",0.0168992520110373,0.0177580139295863,0.0016583747927031,0.0098830518715705,0.0224656309377444,0.0016583747927031,15,19,1,19,19,10.42304,18.030684728933956,1.0431506849315069,18.406825696740672
57,57,57,"(329, 330)",0.0168992520110373,0.017455492835432,0.0016583747927031,0.0105389394843748,0.0226623571858087,0.0016583747927031,18,14,2,15,15,10.39954,14.224167524888431,1.0431996086105675,14.392418516769013
58,58,58,"(330, 12)",0.0168992520110373,0.0171631064368764,0.0024875621890547,0.0120644602414644,0.0229495718363463,0.0024875621890547,15,13,0,9,13,10.40794,11.796192136047955,1.0478473581213308,12.394937805070068
59,59,59,"(12, 13)",0.0035937188194573,0.0203009796990203,0.0033167495854063,0.0032271308911302,0.0227152866721916,0.0033167495854063,9,8,1,8,8,9.40756,7.3492830547413455,0.8658512720156556,7.3359707132735
60,60,60,"(13, 342)",0.0097543688829996,0.0211234301928432,0.0024875621890547,0.0050314492133954,0.0227448465760141,0.0024875621890547,20,10,0,14,14,8.5736,12.475718925770419,0.7358610567514677,13.356833569516612
61,61,61,"(342, 343)",0.0097543688829996,0.0206910750437497,0.0016583747927031,0.0039469021564655,0.0225568128682315,0.0016583747927031,8,11,3,12,12,8.55916,10.766299611819694,0.7348825831702545,11.335931349393796
62,62,62,"(343, 344)",0.0097543688829996,0.0202760638208443,0.0016583747927031,0.0035739733815556,0.022444307967171,0.0016583747927031,8,12,0,14,14,8.57394,12.203411761599197,0.7263698630136987,13.3241221854826
63,63,63,"(344, 17)",0.0097543688829995,0.0198773734177215,0.0024875621890547,0.0041847234640423,0.0224535011450168,0.0024875621890547,12,14,0,14,14,8.57306,12.641870659378384,0.735078277886497,13.347583057786176
64,64,64,"(17, 18)",0.0014173082204295,0.0202569916855631,0.0024875621890547,0.0008099860075711,0.022079015781187,0.0024875621890547,8,10,0,10,10,8.30884,9.783622488050913,0.7038649706457926,9.371358841127382
65,65,65,"(19, 16)",0.0132040351492881,0.0201530697503425,0.0024875621890547,0.0028876697183914,0.0219268740568353,0.0024875621890547,17,5,4,4,7,16.01276,6.40059151284692,5.022407045009785,4.514958274287514
66,66,66,"(16, 345)",0.0037244620603758,0.0197591545834357,0.0016583747927031,0.0023064502128266,0.0218414952187771,0.0016583747927031,9,3,2,15,15,8.04112,3.2174073780664925,0.6662426614481409,10.55207841284837
67,67,67,"(345, 346)",0.0037244620603758,0.0193803432538407,0.0016583747927031,0.0026473981200097,0.0219404369894664,0.0016583747927031,9,2,2,15,15,8.03098,3.4205022577834114,0.6656066536203522,13.953078255392851
68,68,68,"(346, 347)",0.0037244620603758,0.0190157834155878,0.0016583747927031,0.0030485239625178,0.0220584200610904,0.0016583747927031,6,1,1,11,13,8.03448,4.568274842219229,0.6600782778864971,12.238427019367029
69,69,69,"(347, 14)",0.0037244620603758,0.0186646856718358,0.0016583747927031,0.0035173829881027,0.0221944127498251,0.0016583747927031,6,10,0,13,13,8.02572,9.203728643481476,0.6629158512720157,12.314478034955124
70,70,70,"(14, 15)",0.0235025311432693,0.020709551121338,0.0033167495854063,0.015047346074416,0.022517223995967,0.0033167495854063,18,7,10,7,7,16.56454,6.475824553064512,12.179011741682974,6.389466225791214
71,71,71,"(15, 341)",0.0114379118698806,0.0202992711787379,0.0016583747927031,0.0098679531901156,0.0221895124195032,0.0016583747927031,7,1,1,9,13,8.2798,3.8003908209881434,0.6864481409001957,9.056290347976697
72,72,72,"(341, 340)",0.0114379118698806,0.0199049316696375,0.0016583747927031,0.0089836319149833,0.0219228881496428,0.0016583747927031,8,3,2,14,14,8.28054,4.880007393910587,0.6921722113502935,13.005943945835302
73,73,73,"(340, 339)",0.0114379118698806,0.0195256213065652,0.0016583747927031,0.0083361540903208,0.0217403060948569,0.0016583747927031,5,3,0,11,14,8.2716,5.973751617417941,0.6954500978473581,13.248071169894505
74,74,74,"(339, 338)",0.0114379118698806,0.0191604969654602,0.0016583747927031,0.0077886768227098,0.0215831200672906,0.0016583747927031,11,11,4,18,19,8.28572,9.212126013361853,0.7017123287671233,18.236143914344197
75,75,75,"(338, 337)",0.0114379118698806,0.018808777429467,0.0016583747927031,0.0073464713972258,0.0214598384284138,0.0016583747927031,8,15,0,15,15,8.29152,8.964430008714253,0.6817514677103719,14.258581325775468
76,76,76,"(337, 336)",0.0114379118698806,0.0184697378093604,0.0016583747927031,0.0070876724978781,0.0213867707040255,0.0016583747927031,8,16,0,16,16,8.27184,10.45541207848108,0.702641878669276,15.270075578649031
77,77,77,"(336, 335)",0.0114379118698806,0.0181427045567373,0.0016583747927031,0.0070071164991056,0.0213651744113947,0.0016583747927031,5,18,1,18,19,8.25574,13.908341915550979,0.6945205479452055,18.287198866320264
78,78,78,"(15, 12)",0.0112347437547165,0.0202903915069737,0.0024875621890547,0.0095762978798819,0.0228582259287338,0.0024875621890547,16,4,1,8,9,8.27438,4.467796878713459,0.6915362035225049,6.690993544323729
79,79,79,"(12, 367)",0.0245402769462966,0.0203057650862068,0.0024875621890547,0.0212427002025165,0.0233499196499448,0.0024875621890547,10,5,0,18,18,9.33454,8.322849824394623,0.8477495107632094,17.43327822390175
80,80,80,"(367, 366)",0.0245402769462966,0.0199072316402832,0.0016583747927031,0.0225176493893096,0.023842473607212,0.0016583747927031,8,9,0,15,15,9.33718,8.574876548100029,0.8522504892367906,14.460911667453944
81,81,81,"(366, 365)",0.0245402769462966,0.0195240407965031,0.0016583747927031,0.0239971123786505,0.0243601914880723,0.0016583747927031,7,7,1,14,14,9.32136,8.632549050674694,0.8484344422700587,13.466816249409542
82,82,82,"(365, 364)",0.0245402769462966,0.0191553233056433,0.0016583747927031,0.0254875853251215,0.0249050057822567,0.0016583747927031,13,7,0,14,14,9.34418,8.851329583564393,0.8695205479452055,13.468823807274445
83,83,83,"(364, 363)",0.0245402769462966,0.0188002743655297,0.0016583747927031,0.0269890682287224,0.0254790526693849,0.0016583747927031,5,13,1,14,14,9.3331,9.29102960204917,0.8538160469667319,13.478900960478665
84,84,84,"(363, 24)",0.0245402769462966,0.0184581477570136,0.0024875621890547,0.0296679602928983,0.0260846995717437,0.0024875621890547,15,11,0,13,13,9.30266,9.345005149330587,0.865362035225049,12.480790426704456
85,85,85,"(24, 25)",0.0285701506299759,0.0233160621761658,0.0033167495854063,0.0343386243961757,0.0266383937446159,0.0033167495854063,8,8,1,8,9,8.51466,7.070136523277615,0.7389432485322897,8.269603212092584
86,86,86,"(25, 382)",0.047046578999883,0.0237738527046207,0.0024875621890547,0.0457780427571523,0.0272265492719268,0.0024875621890547,6,14,0,14,14,7.091,8.833320129921571,0.5413405088062623,13.159069437883797
87,87,87,"(382, 383)",0.047046578999883,0.0232275957704974,0.0016583747927031,0.045625623850936,0.0277043945693873,0.0016583747927031,4,14,1,13,14,7.0925,11.289735667696533,0.5550880626223093,13.163163281373013
88,88,88,"(386, 385)",0.0314634756140917,0.0244629708513357,0.0016583747927031,0.0266683976754134,0.0272013713460844,0.0016583747927031,6,14,0,16,16,7.67622,13.71507037418469,0.6350293542074364,15.356243111321051
89,89,89,"(385, 26)",0.0314634756140917,0.0238849718767329,0.0024875621890547,0.0257101071104169,0.0267003188097768,0.0024875621890547,13,10,0,11,14,7.6596,11.919459188254246,0.6161448140900195,13.356361202960164
90,90,90,"(26, 27)",0.0428375697527864,0.0242763396271991,0.0033167495854063,0.0293305374153959,0.0263704545951501,0.0033167495854063,7,9,0,9,9,7.39226,7.219282262536639,0.5841976516634051,8.432372854668555
91,91,91,"(27, 362)",0.0251088436277635,0.0237761962029059,0.0024875621890547,0.0198294273928647,0.0257708827488941,0.0024875621890547,6,13,0,17,17,7.74976,10.866090997913862,0.6267123287671232,16.36679263108172
92,92,92,"(362, 361)",0.0251088436277635,0.0232316227461858,0.0016583747927031,0.017974139591122,0.0251795557040253,0.0016583747927031,6,14,1,14,14,7.71862,11.150439673611661,0.6282778864970646,13.362305148795466
93,93,93,"(361, 360)",0.0251088436277635,0.0227114366961074,0.0016583747927031,0.0164726566875211,0.0246187764100679,0.0016583747927031,10,11,0,13,13,7.74498,10.89373894214265,0.6182485322896282,12.359707132735002
94,94,94,"(360, 359)",0.0251088436277635,0.0222140357340209,0.0016583747927031,0.0149821837410501,0.0240862792091072,0.0016583747927031,13,11,0,13,14,7.75672,11.93931711954369,0.6180528375733855,13.371122657849158
95,95,95,"(359, 358)",0.0251088436277635,0.0217379549018547,0.0016583747927031,0.0135027207517091,0.023580017597028,0.0016583747927031,8,14,0,9,14,7.71898,12.411101428609152,0.6242172211350293,13.366517083923792
96,96,96,"(358, 13)",0.0251088436277635,0.0212818521917131,0.0024875621890547,0.0121185157031139,0.0230981383589979,0.0024875621890547,8,15,0,16,17,7.73136,15.664263645726056,0.6092465753424657,16.35750275547158
97,97,97,"(13, 14)",0.0189481935642213,0.0211197310123811,0.0024875621890547,0.0073018649567074,0.0226236704372784,0.0024875621890547,16,9,4,9,9,8.53804,8.63672132879136,0.7216242661448141,8.382774366241536
98,98,98,"(11, 9)",0.0184493392878852,0.0209764667002939,0.0024875621890547,0.0209094333937554,0.0266031367877704,0.0024875621890547,8,3,0,1,28,4.4079,3.216139850537379,0.2802348336594912,2.235002361832782
99,99,99,"(9, 374)",0.0400095615318259,0.0228046289993192,0.0024875621890547,0.0278746542239196,0.026769661050809,0.0024875621890547,11,3,1,30,36,5.68854,4.300087142517627,0.3875244618395303,33.8754526846166
100,100,100,"(374, 375)",0.0400095615318259,0.0223081334048574,0.0016583747927031,0.0272626494948371,0.0267370194652596,0.0016583747927031,3,5,0,38,38,5.6923,4.299506192400116,0.3843933463796477,36.36139977956228
101,101,101,"(375, 376)",0.0400095615318259,0.0218327962634418,0.0016583747927031,0.0272449001757439,0.0267310931820196,0.0016583747927031,6,4,0,36,36,5.68812,4.29483218463651,0.39075342465753427,34.433120768382935
102,102,102,"(376, 377)",0.0400095615318259,0.0213772932730656,0.0016583747927031,0.0273000476455671,0.0267530335632999,0.0016583747927031,7,4,0,32,32,5.69096,4.285933085109193,0.40489236790606653,30.638206581640688
103,103,103,"(377, 25)",0.0400095615318259,0.0209404083900541,0.0024875621890547,0.028486777722281,0.0268908312522297,0.0024875621890547,8,6,2,32,32,5.69624,4.567060128337162,0.40078277886497066,30.80306250984097
104,104,104,"(25, 26)",0.0215331331619187,0.023769167093697,0.0033167495854063,0.0172940993810378,0.0266060713025061,0.0033167495854063,6,8,0,15,16,7.10204,6.766167577702078,0.5398238747553816,15.335695166115572
105,105,105,"(26, 373)",0.0101590390232244,0.0242812273496013,0.0024875621890547,0.0085305405199266,0.0264857029911714,0.0024875621890547,2,7,1,27,28,7.39744,9.376033166970345,0.5895303326810176,27.260155880963627
106,106,106,"(373, 372)",0.0101590390232244,0.0237116847879514,0.0016583747927031,0.0063559515807531,0.0262310770836958,0.0016583747927031,6,11,0,22,24,7.40338,9.353428926034487,0.5838062622309198,23.278578176665093
107,107,107,"(372, 371)",0.0101590390232244,0.0231682483574749,0.0016583747927031,0.0059840066719444,0.026079058904939,0.0016583747927031,10,14,0,28,28,7.37814,9.317964562042832,0.5774951076320939,27.282947567312235
108,108,108,"(370, 369)",0.0054849247145029,0.0221353449699906,0.0016583747927031,0.0047150873194009,0.0255000634329936,0.0016583747927031,11,12,0,23,24,8.07768,8.031793815521931,0.6641389432485323,23.309242638954494
109,109,109,"(369, 368)",0.0054849247145029,0.0216610388677347,0.0016583747927031,0.0051121435486593,0.0256595744680851,0.0016583747927031,5,10,2,31,32,8.05658,8.059309725633103,0.6708414872798435,31.28971815462132
110,110,110,"(368, 27)",0.0054849247145029,0.0212066327876347,0.0024875621890547,0.0062420207526127,0.0258437801350048,0.0024875621890547,4,11,2,34,34,8.03868,8.597111093506562,0.6699119373776908,33.352621634388285
111,111,111,"(27, 24)",0.0232136508395256,0.0237696355716735,0.0033167495854063,0.0150806133007447,0.0262482044138771,0.0033167495854063,5,8,0,12,14,7.73352,8.733581557474452,0.6219667318982387,13.47716894977169
112,112,112,"(24, 378)",0.0191837771558463,0.0233277883090254,0.0024875621890547,0.0137590143762761,0.0259740259740259,0.0024875621890547,4,9,0,34,34,8.53514,9.013652327761493,0.7347847358121331,33.62875925051173
113,113,113,"(378, 379)",0.0191837771558463,0.0228085106382978,0.0016583747927031,0.0129829130545183,0.0258476574220926,0.0016583747927031,7,17,1,34,34,8.52266,9.01898650611318,0.7413405088062622,33.627617698000314
114,114,114,"(379, 380)",0.0191837771558463,0.0223118478502183,0.0016583747927031,0.0129246314954719,0.02582938896147,0.0016583747927031,7,9,1,36,36,8.51194,9.011460561409068,0.7370352250489237,35.64812627932609
115,115,115,"(380, 381)",0.0191837771558463,0.0218363540893371,0.0016583747927031,0.0129383718106639,0.0258360290494654,0.0016583747927031,10,4,0,37,38,8.52684,9.022313765877103,0.7284246575342466,37.64580381042356
116,116,116,"(381, 8)",0.0191837771558463,0.0213807041804063,0.0016583747927031,0.013058612772643,0.0258676161468834,0.0016583747927031,8,10,0,34,34,8.51904,9.04681929810663,0.7179060665362035,33.65155093686034
117,117,117,"(8, 10)",0.0283945237915014,0.0239347450731339,0.0024875621890547,0.0169360727062932,0.0260396424407306,0.0024875621890547,11,12,0,27,28,14.17564,13.313396181573319,3.6857142857142855,27.6600928987561
118,118,118,"(16, 17)",0.00864969757024,0.0197559177655827,0.0024875621890547,0.0029462246194599,0.0222731134340486,0.0024875621890547,8,3,0,15,16,8.0269,5.388365153555679,0.6629647749510763,11.65997480711699
119,119,119,"(17, 348)",0.0169867582328101,0.0202617563548999,0.0024875621890547,0.0084120721033488,0.0227568638550806,0.0024875621890547,11,13,1,29,30,8.30292,8.996012569647997,0.6982387475538161,29.115887261848528
120,120,120,"(348, 349)",0.0169867582328101,0.0198649316422335,0.0016583747927031,0.0097913995513306,0.0232244646433523,0.0016583747927031,7,9,0,28,28,8.2905,8.998732472470886,0.6931996086105675,27.142024877971973
121,121,121,"(349, 350)",0.0169867582328101,0.0194833519119856,0.0016583747927031,0.0112708625406716,0.0237154150197628,0.0016583747927031,7,10,2,23,30,8.28298,9.012648868467611,0.7156555772994129,29.140056683986774
122,122,122,"(350, 351)",0.0169867582328101,0.0191161552117676,0.0016583747927031,0.0127613354871425,0.0242314647377938,0.0016583747927031,11,13,0,29,30,8.29874,8.989806966120046,0.6927103718199609,29.130018894662257
123,123,123,"(351, 352)",0.0169867582328101,0.0187625433669897,0.0016583747927031,0.0142628183907434,0.0247745434376219,0.0016583747927031,13,11,0,31,32,8.30682,8.967176318360664,0.6875244618395303,31.150566839867736
124,124,124,"(352, 20)",0.0169867582328101,0.0184217761891668,0.0024875621890547,0.0164995567461084,0.0253467843631778,0.0024875621890547,16,5,0,28,28,8.32174,9.134357918086033,0.7153131115459883,27.207959376476147
125,125,125,"(355, 354)",0.0109568514101863,0.0215657522978434,0.0016583747927031,0.0064676690735438,0.0232854494902687,0.0016583747927031,7,32,0,32,32,7.752,31.796667458871372,0.624853228962818,31.316761139977956
126,126,126,"(354, 353)",0.0109568514101863,0.0211167726007249,0.0016583747927031,0.0049882060842028,0.0228119620935555,0.0016583747927031,9,32,0,31,32,7.758,31.819799836277696,0.6320939334637965,31.364627617698
