,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
338,"(55, 52)",2,4.140732332099183,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
339,"(52, 516)",2,11.194750219596884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
340,"(516, 517)",2,10.436857562995066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0
341,"(517, 51)",2,11.660711292563377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0
342,"(51, 48)",2,4.043543845763653,0,31,0,63,0,0,31,0,0,31,31,0,31,0,0,31,31,31,31,31,0,0,63,0,0,0,0,0,0,0
343,"(48, 512)",2,11.730610066478922,31,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,31,0,0,0,0,0,63,0,0,0,31,0,31
344,"(512, 513)",2,10.902784665337933,95,0,0,0,0,0,127,63,0,0,63,0,0,0,0,0,0,95,0,0,0,84,0,95,0,0,0,95,0,95
345,"(513, 67)",2,11.500445205249662,84,63,84,63,63,84,148,84,63,84,63,0,63,63,63,63,63,84,63,63,84,105,84,63,63,42,0,106,31,84
346,"(67, 64)",2,4.889449075372213,95,95,105,105,95,127,95,95,63,63,63,63,127,127,127,84,95,63,95,63,127,95,95,63,95,95,31,127,63,95
347,"(64, 549)",2,11.680873675293217,84,84,63,84,84,148,84,63,84,63,63,127,105,105,105,63,127,84,84,84,127,84,84,63,84,105,95,84,63,84
348,"(549, 550)",2,11.161740987806615,63,63,63,63,63,63,63,63,105,63,63,105,63,63,63,63,105,63,63,63,63,63,63,63,63,63,0,63,63,63
349,"(550, 551)",2,10.248964678395362,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63
350,"(551, 75)",2,9.354267636314304,31,42,42,42,31,31,31,31,42,42,42,42,42,42,42,42,42,31,42,42,31,42,42,84,31,31,31,31,42,42
351,"(75, 72)",2,4.130046553428036,84,63,63,63,0,0,0,0,63,63,63,63,63,63,63,63,105,42,63,63,0,63,63,84,0,42,42,0,63,63
352,"(72, 79)",2,6.885907043707324,127,0,63,63,0,0,0,0,0,63,63,63,0,0,63,63,127,63,0,63,0,0,63,63,0,63,63,0,63,0
353,"(79, 76)",2,3.9579418969832414,84,42,63,42,42,42,42,42,42,42,42,42,42,42,42,42,31,42,42,42,31,42,63,31,42,31,127,63,42,42
354,"(76, 455)",2,8.004704344404146,105,63,105,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,127,63,63,63,148,105,63,63
355,"(455, 456)",2,10.266099906288522,63,63,63,63,63,84,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,127,63,63,63,63,63,63,63
356,"(456, 457)",2,10.732234644160306,0,63,63,63,63,127,63,63,0,0,63,0,0,0,63,63,0,0,63,0,0,63,0,0,0,0,63,63,63,0
357,"(457, 83)",2,8.536338386327563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"(83, 80)",2,6.019608140865492,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
359,"(80, 431)",2,9.86550345954807,63,42,31,31,42,31,63,31,31,63,31,0,31,95,31,42,63,31,42,63,31,31,31,95,31,31,84,63,63,31
360,"(431, 430)",2,8.949531526937678,63,63,63,63,63,63,127,63,63,63,63,0,63,191,63,63,127,63,63,63,63,63,63,191,63,63,127,127,63,63
361,"(430, 84)",2,9.646960007016787,95,31,31,63,31,31,95,31,31,31,31,0,63,63,31,31,63,31,31,31,31,31,31,95,31,31,0,31,31,31
362,"(84, 86)",2,14.843538106985724,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"(86, 91)",2,3.5952097253186275,31,31,31,31,31,31,63,31,31,31,63,31,31,31,31,31,31,63,31,31,63,63,31,31,31,0,0,31,0,31
364,"(91, 88)",2,4.4938585125805375,95,63,31,31,63,63,31,63,31,31,63,0,31,63,63,31,31,31,31,31,63,31,31,63,31,0,0,63,0,63
365,"(576, 577)",1,11.833750657695829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"(577, 578)",1,11.191789298173331,0,0,31,0,0,0,0,0,63,31,31,0,0,0,31,0,0,31,0,31,0,0,31,63,0,0,0,0,0,63
367,"(578, 72)",1,14.51313026451329,63,0,63,31,0,0,0,0,127,63,31,31,0,0,63,31,63,63,0,63,0,0,63,95,0,31,31,0,31,127
368,"(72, 73)",1,6.6807001779306905,127,63,63,63,63,63,63,95,63,63,63,63,63,63,63,63,127,63,63,63,63,63,63,63,95,63,63,63,63,63
369,"(74, 75)",1,6.806839526176731,63,63,63,95,63,63,63,63,63,63,63,31,63,63,63,63,63,63,63,63,63,63,63,95,63,63,63,63,63,63
370,"(75, 978)",1,8.652259454423053,0,63,63,63,0,0,0,0,63,63,63,63,63,63,63,63,63,0,63,63,0,63,63,127,0,0,0,0,63,63
371,"(978, 977)",1,8.80517477884447,0,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,31,31
372,"(977, 976)",1,9.480643945515101,0,31,31,31,31,31,31,95,31,31,31,0,63,31,31,63,31,31,31,31,31,31,31,31,31,0,0,31,31,31
373,"(976, 975)",1,11.02315529358569,0,127,42,42,31,42,84,84,84,42,42,0,31,84,84,31,127,127,84,42,84,127,42,84,127,0,0,84,42,84
374,"(41, 42)",1,3.810035143667608,63,63,63,63,95,63,95,127,159,63,0,0,127,63,63,127,63,63,63,63,63,127,127,63,63,0,0,63,0,127
375,"(42, 999)",1,7.813915076191664,0,63,63,0,127,63,127,127,127,0,0,0,127,63,0,0,0,0,0,63,63,31,127,0,31,0,0,63,0,31
376,"(999, 1000)",1,8.809798177122,0,42,42,0,63,0,84,63,0,0,0,0,63,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
377,"(1000, 1001)",1,8.299781733349677,0,63,63,0,127,0,127,127,0,0,0,0,127,63,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
378,"(1001, 45)",1,7.7631963160543815,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"(44, 536)",1,8.260093106856106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"(536, 537)",1,8.316076305345119,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"(537, 538)",1,9.107379441051254,0,95,63,31,95,63,31,95,0,63,0,0,63,127,0,0,63,0,63,95,31,95,63,0,31,0,0,0,0,95
382,"(538, 43)",1,7.455926450206261,31,191,127,63,191,127,63,191,31,127,0,0,127,127,31,31,127,31,127,191,84,191,127,31,63,0,0,31,0,191
383,"(43, 40)",1,3.5921355821951884,63,0,0,63,0,0,63,0,63,0,0,0,0,0,63,63,0,63,127,0,127,0,0,63,63,0,0,63,0,0
384,"(69, 70)",1,4.185842570460447,63,63,63,63,63,63,255,255,63,63,63,0,63,63,63,63,63,127,63,127,63,127,63,63,127,63,63,63,63,63
385,"(70, 948)",1,13.402632228639746,31,31,31,31,31,31,31,31,63,31,0,0,31,31,31,31,31,63,31,31,31,31,31,63,31,0,0,31,0,31
386,"(948, 949)",1,10.994948920187174,0,42,42,42,42,42,84,84,42,42,0,0,42,42,42,42,42,84,42,42,42,84,84,42,42,0,0,42,0,42
387,"(949, 61)",1,10.409896175247656,63,63,63,63,95,95,127,127,63,63,0,0,95,95,63,63,63,127,63,63,95,127,127,63,63,0,0,63,0,63
388,"(61, 62)",1,4.290113652429922,63,31,31,31,63,63,63,63,31,31,0,0,63,63,31,31,0,63,31,31,63,63,63,31,31,0,0,31,0,31
389,"(62, 545)",1,10.599656110168622,127,63,63,63,105,127,105,127,63,63,0,0,105,127,63,63,0,105,63,63,127,127,127,84,63,0,0,63,0,63
390,"(545, 546)",1,10.20565976845082,127,63,63,0,63,127,63,127,63,63,0,0,63,127,63,63,0,63,63,63,127,127,0,127,63,0,0,63,0,63
391,"(546, 57)",1,11.19475021959694,84,42,42,0,42,42,42,84,42,42,0,0,42,42,42,42,42,42,42,42,42,84,42,42,42,0,0,42,0,42
392,"(57, 58)",1,3.677240273511398,127,63,63,0,63,63,63,127,63,63,0,0,63,63,63,63,63,63,63,63,63,127,63,63,63,0,0,63,0,63
393,"(59, 56)",1,4.146064893654697,63,0,63,0,63,63,63,95,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,127,0,0,63,0,127
394,"(56, 544)",1,11.514845367664796,31,31,63,0,63,63,31,127,63,31,0,0,63,63,63,63,63,63,63,63,31,31,63,63,31,0,0,63,0,127
395,"(544, 543)",1,10.64126434122949,63,31,31,0,31,31,63,63,31,31,0,0,31,31,31,31,31,31,63,63,63,31,31,31,31,0,0,31,0,31
396,"(543, 63)",1,9.88340413829101,127,63,95,31,63,84,127,127,63,84,0,0,63,63,63,63,63,95,127,127,127,63,63,63,95,0,0,63,0,63
397,"(63, 60)",1,4.290113652429922,159,63,127,63,63,95,127,127,63,95,0,0,127,95,63,63,95,127,95,95,159,63,63,63,127,0,0,95,0,63
398,"(60, 547)",1,11.51484536766485,148,63,84,63,84,105,127,148,84,63,0,0,105,84,63,63,105,84,63,63,105,105,84,63,127,0,0,148,0,63
399,"(547, 548)",1,10.274705188525592,191,63,63,0,127,191,191,255,127,63,0,0,63,63,63,63,63,127,63,63,63,191,127,63,127,0,0,191,0,63
400,"(548, 71)",1,12.914898862198141,84,84,63,42,84,84,84,106,42,42,31,31,63,84,106,63,84,63,63,63,106,84,84,63,84,0,31,84,63,106
401,"(71, 68)",1,4.471678653226632,63,63,63,63,63,63,63,127,63,63,63,63,63,63,127,63,127,63,63,63,127,63,63,63,63,0,63,63,127,63
402,"(45, 46)",1,4.206903546540624,63,63,63,0,63,31,63,63,0,0,0,0,63,95,0,0,0,0,0,0,31,63,31,0,0,0,0,0,0,63
403,"(47, 44)",1,3.6802433285432223,127,63,63,0,127,63,127,127,0,0,0,0,127,191,0,0,0,0,0,0,63,127,63,0,0,0,0,0,0,127
404,"(44, 45)",2,3.8561491991904777,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,"(45, 528)",2,8.97910868779879,0,63,63,0,0,0,0,0,95,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"(528, 529)",2,7.95069741867886,63,31,31,0,31,31,31,31,127,84,0,0,31,127,84,63,63,0,84,84,84,84,31,0,31,0,0,84,0,84
407,"(529, 530)",2,8.612355880179843,127,63,63,0,63,63,63,63,191,127,0,0,63,95,127,127,127,31,95,95,95,127,63,31,63,0,0,95,0,127
408,"(530, 531)",2,8.75105827745743,63,0,31,0,31,31,0,31,0,63,0,0,31,31,63,63,63,31,31,31,31,63,31,31,0,0,0,31,0,63
409,"(531, 52)",2,10.130693029940035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"(52, 53)",2,7.289602335243851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"(53, 539)",2,8.612355880179834,63,31,31,0,31,31,31,31,31,31,0,0,31,31,31,31,31,63,31,63,31,31,0,0,31,0,0,31,0,31
412,"(539, 541)",2,8.559601728621953,63,31,31,31,31,31,31,31,31,31,0,0,31,63,63,63,31,31,31,31,63,31,0,0,31,0,0,31,0,31
413,"(541, 56)",2,11.892419228319504,0,0,31,0,31,31,0,63,31,0,0,0,31,31,31,31,31,31,31,31,0,0,31,31,0,0,0,31,0,63
414,"(56, 57)",2,4.230471818044201,63,31,63,0,63,63,31,127,63,31,0,0,63,63,63,63,63,63,63,63,31,63,63,63,31,0,0,63,0,95
415,"(58, 59)",2,4.256505736491762,31,63,63,0,63,63,63,31,63,63,0,0,63,63,63,63,63,63,63,63,63,31,63,63,63,0,0,63,0,63
416,"(59, 542)",2,11.152235227460999,63,31,63,0,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,127,0,0,63,0,127
417,"(542, 540)",2,8.667338444840565,31,31,31,31,84,31,84,31,31,31,0,0,31,42,31,31,31,84,31,31,31,31,31,31,31,0,0,42,0,31
418,"(540, 54)",2,9.496920380691769,63,31,31,31,127,63,127,31,31,31,0,0,31,63,31,31,31,127,63,31,31,63,63,31,63,0,0,63,0,63
419,"(54, 55)",2,6.580733939179757,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"(55, 535)",2,8.198339553771344,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,31,0,0,0,31,0,31,0,0,63,0,31
421,"(535, 534)",2,9.499246631891546,63,31,63,0,63,63,63,63,31,63,0,0,31,31,63,31,31,63,42,31,63,63,42,31,42,0,0,84,0,42
422,"(534, 533)",2,9.081870225459502,127,63,127,0,127,127,127,127,63,127,0,0,63,63,127,63,63,127,63,63,127,127,63,63,63,0,0,127,0,63
423,"(533, 532)",2,8.281464664198365,127,63,127,0,127,127,127,127,63,127,0,0,63,63,127,63,63,127,63,63,127,127,63,63,63,0,0,127,0,63
424,"(532, 46)",2,8.559601728622006,127,63,42,0,127,42,127,127,0,0,0,0,84,148,0,0,0,0,0,0,42,127,63,0,0,0,0,0,0,84
425,"(46, 47)",2,3.0643668945927693,127,63,63,0,127,63,127,127,0,0,0,0,127,191,0,0,0,0,0,0,63,127,63,0,0,0,0,0,0,127
426,"(76, 77)",1,7.0115059109010645,127,105,127,63,105,148,105,105,63,63,63,63,63,63,105,63,105,63,63,105,105,105,127,63,105,63,127,84,63,63
427,"(77, 477)",1,8.744743926193317,127,127,127,63,127,191,127,127,63,63,63,0,63,63,127,63,127,63,63,127,127,127,127,63,127,63,63,63,63,63
428,"(477, 476)",1,10.68271051306775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"(476, 475)",1,10.762045036782151,63,95,63,31,31,95,63,63,63,63,31,0,31,63,31,31,31,95,63,63,95,63,95,31,127,0,0,63,0,95
430,"(475, 474)",1,11.063720077942921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
431,"(474, 473)",1,10.306911009399556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
432,"(473, 472)",1,11.267539978292739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"(472, 108)",1,8.823974547123415,63,31,63,31,31,31,63,95,127,0,31,0,31,63,63,31,63,0,31,63,63,95,63,63,31,0,0,95,0,63
434,"(108, 109)",1,3.8761515893321628,127,95,127,63,127,63,127,191,191,63,63,0,95,127,127,63,127,95,95,127,127,191,127,127,63,0,0,191,0,159
435,"(109, 645)",1,9.79018888092342,127,95,105,31,127,63,169,212,148,95,63,0,95,105,105,63,105,148,95,105,148,191,105,105,63,0,0,169,0,159
436,"(645, 646)",1,10.273629922425867,0,31,63,31,31,31,255,255,63,31,31,0,31,63,63,31,63,191,31,63,191,95,63,63,31,0,0,127,0,0
437,"(646, 647)",1,7.369486644133283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,"(647, 118)",1,7.049219347860596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,"(118, 957)",1,6.7301265004432835,31,31,0,0,0,0,95,0,63,63,0,0,0,63,31,0,63,31,0,63,95,95,0,63,95,31,0,0,31,63
440,"(957, 120)",1,7.673524843613883,31,31,31,0,0,63,95,31,63,63,31,0,0,63,31,31,63,31,31,63,95,95,63,63,95,31,0,63,31,63
441,"(120, 663)",1,7.570617123243951,84,84,42,42,42,84,42,42,42,42,42,0,42,42,127,42,42,84,42,42,42,84,84,42,42,0,0,84,0,42
442,"(663, 664)",1,9.459622562043792,127,127,63,63,63,127,63,63,63,63,63,0,63,63,191,63,63,127,63,63,63,127,127,63,63,0,0,127,0,63
443,"(664, 665)",1,8.618767223195476,63,42,42,63,63,106,42,106,42,63,31,0,84,63,148,42,63,127,63,42,106,127,63,84,63,0,0,63,0,84
444,"(665, 666)",1,10.092453556075911,127,63,63,127,127,191,63,191,63,127,63,0,191,127,191,63,127,191,127,63,191,191,63,127,127,0,0,127,0,191
445,"(666, 667)",1,9.672121059846754,127,63,63,95,95,159,95,159,63,95,63,0,127,95,159,63,95,127,127,63,127,127,63,95,95,0,0,127,0,127
446,"(668, 669)",1,8.934706229855855,191,63,63,0,63,191,127,169,63,63,0,0,63,63,127,63,63,63,63,127,127,191,127,63,191,0,0,63,0,127
447,"(669, 670)",1,8.934706229855934,0,0,0,0,0,31,0,127,0,63,0,0,63,0,31,63,0,0,63,0,0,0,0,63,31,0,0,0,0,0
448,"(670, 671)",1,9.46195798303042,31,31,31,31,31,95,31,63,31,84,0,0,63,31,95,63,31,31,95,31,31,31,63,63,127,0,0,42,0,31
449,"(671, 672)",1,10.30262271671989,31,31,31,31,31,63,31,63,31,63,0,0,63,42,63,63,31,31,63,42,31,31,84,63,95,0,0,63,0,31
450,"(672, 121)",1,7.883719483345485,95,95,31,63,95,95,63,95,63,63,0,0,63,63,95,63,31,63,127,63,95,63,127,63,170,0,0,63,0,0
451,"(121, 956)",1,7.463331285133093,148,105,63,84,105,105,84,148,84,63,0,0,63,63,105,63,63,84,105,63,105,95,159,95,127,0,0,42,0,95
452,"(956, 119)",1,7.042947799156504,169,63,63,63,105,105,105,148,63,31,0,0,63,63,63,63,31,63,63,63,105,106,95,63,105,0,0,84,31,127
453,"(119, 650)",1,10.208906704139954,191,0,127,63,127,127,127,159,63,0,0,0,31,0,31,31,0,31,31,63,127,255,0,0,127,0,0,95,63,191
454,"(650, 649)",1,8.419057519235269,63,31,31,31,31,31,31,63,31,31,31,0,31,31,31,31,31,31,31,31,31,63,31,31,31,0,0,31,0,31
455,"(649, 648)",1,7.752303178664422,31,63,63,63,63,95,95,95,63,63,63,0,127,63,95,63,63,63,63,63,95,95,95,63,95,0,0,95,0,63
456,"(648, 110)",1,9.052628817997306,63,63,63,63,95,0,0,0,31,63,63,0,191,63,0,0,95,95,63,63,0,0,0,0,0,0,0,0,0,95
457,"(110, 111)",1,4.617532421851911,127,127,127,0,191,0,0,0,63,127,0,0,0,127,0,31,127,191,127,127,0,0,63,0,0,0,63,0,0,191
458,"(111, 564)",1,9.098945023057642,0,42,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,84,42,42,0,84,42,0,42
459,"(564, 481)",1,10.915999829200892,31,63,63,63,63,63,95,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,95,63,127,0,127,63,0,63
460,"(481, 480)",1,10.147037261642373,0,0,31,31,0,63,63,31,63,0,0,0,31,31,0,63,31,63,0,0,0,0,31,0,63,0,0,0,0,0
461,"(480, 479)",1,10.914937132047758,63,63,127,63,95,159,127,63,127,63,0,0,63,63,63,127,63,159,63,63,95,95,63,63,159,0,0,95,0,95
462,"(479, 478)",1,10.936171454752778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,"(478, 570)",1,10.558605875217276,63,42,63,42,63,106,84,106,63,42,0,0,63,63,84,42,42,63,63,42,63,106,84,42,84,42,42,63,0,84
464,"(570, 78)",1,8.45165500206322,31,63,127,63,127,191,191,255,127,63,31,31,127,127,191,63,63,127,127,63,127,255,191,63,191,63,63,127,31,191
465,"(78, 79)",1,6.858578718363719,63,63,0,63,0,0,0,0,0,63,63,63,0,0,0,63,63,0,0,63,0,127,0,63,0,63,63,0,63,0
466,"(80, 81)",2,6.844066604192287,63,31,0,0,31,31,31,31,0,63,31,0,31,31,31,0,0,0,31,63,31,31,0,31,31,0,0,31,0,31
467,"(81, 444)",2,8.871422325538685,63,63,31,31,63,63,63,63,31,63,63,0,63,63,63,63,31,31,63,63,63,63,31,63,63,31,63,63,31,63
468,"(444, 445)",2,10.472784889771278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"(445, 446)",2,10.351830830247943,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0
470,"(446, 447)",2,10.196996218698857,42,42,42,42,42,42,84,84,84,42,42,0,42,42,84,42,42,42,42,42,84,127,42,42,42,42,42,84,42,84
471,"(447, 955)",2,10.68271051306775,63,63,63,63,63,127,159,127,95,63,63,31,63,63,95,63,63,95,63,63,127,159,63,63,95,63,63,95,63,127
472,"(955, 100)",2,8.744743926193365,95,95,63,42,95,127,127,127,42,42,31,31,63,63,63,63,42,127,63,42,95,127,95,63,127,31,31,95,31,95
473,"(100, 101)",2,7.3198497777642695,84,84,63,63,95,127,127,106,63,63,31,31,63,63,63,63,63,127,63,63,95,106,95,63,106,31,42,84,42,84
474,"(101, 104)",2,5.609204728720899,63,63,63,31,63,63,63,63,63,63,31,31,63,63,63,63,63,63,63,63,31,63,63,31,63,31,63,63,63,63
475,"(104, 105)",2,4.32090433689427,0,0,0,31,0,0,0,0,31,31,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,31,0,31,0
476,"(105, 639)",2,8.132042791296342,31,0,31,63,0,0,0,31,63,63,31,31,31,31,31,31,63,0,31,63,31,31,0,31,31,31,63,31,63,31
477,"(639, 640)",2,10.121965315177562,31,63,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
478,"(640, 641)",2,10.107766705641772,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,63,31,31,31,31,31,31,31,0,31,31,31,31
479,"(641, 138)",2,8.26009310685613,31,31,42,31,31,31,31,42,31,31,31,31,42,63,31,42,42,63,31,42,31,42,31,63,31,0,31,63,31,42
480,"(138, 140)",2,14.235683370031609,63,63,63,42,63,63,63,63,31,42,63,0,63,127,63,63,63,95,63,105,63,63,63,127,63,0,42,127,42,63
481,"(140, 678)",2,9.906849693620197,31,31,31,63,63,31,31,31,31,63,63,0,31,31,63,63,31,31,31,127,31,31,31,31,31,0,63,31,63,31
482,"(678, 679)",2,10.107766705641772,0,63,42,42,0,0,42,42,42,42,0,0,42,0,0,42,42,0,0,42,0,42,42,0,63,31,42,0,42,42
483,"(679, 680)",2,10.503331674465683,31,127,63,63,31,31,63,63,63,63,31,0,63,31,31,63,63,31,31,63,31,63,63,31,127,63,63,31,63,63
484,"(680, 681)",2,8.709298958379682,0,31,42,42,0,0,31,42,42,31,0,0,42,0,0,42,42,0,0,42,0,31,31,0,127,0,42,0,42,31
485,"(681, 764)",2,8.778787467230531,31,63,63,63,31,31,105,63,63,63,31,0,63,31,84,63,63,31,31,63,31,105,63,31,127,0,63,84,63,148
486,"(764, 765)",2,10.107766705641799,63,63,63,63,63,63,127,63,63,63,63,0,63,63,127,63,63,63,63,63,63,127,63,63,127,0,63,127,63,191
487,"(677, 676)",2,8.998772787316094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"(676, 675)",2,10.038673582804295,42,42,31,31,31,31,31,31,31,42,42,0,31,31,42,42,31,31,31,42,31,31,31,31,63,0,31,31,84,42
489,"(675, 674)",2,10.703373415379472,63,63,42,42,42,42,84,42,42,63,63,0,42,42,63,63,42,42,42,63,84,42,42,42,42,0,42,42,84,63
490,"(674, 673)",2,10.641264341229483,63,63,105,105,105,148,169,63,105,63,63,0,63,105,63,63,105,105,63,63,169,105,105,105,105,0,63,105,63,63
491,"(673, 141)",2,10.704405513488608,63,63,127,127,127,191,191,0,127,63,63,0,0,127,63,63,127,127,0,63,191,127,127,127,127,0,0,127,63,63
492,"(141, 139)",2,13.832645365145348,42,42,42,42,42,42,127,63,42,42,42,0,0,42,42,42,42,31,31,42,42,31,42,42,42,0,0,63,42,42
493,"(139, 642)",2,8.24536802843018,63,63,63,63,63,63,191,0,63,63,63,0,0,63,63,63,63,0,0,63,63,0,63,63,63,0,0,0,63,63
494,"(642, 643)",2,8.245368028430127,63,63,31,31,31,31,0,0,31,63,63,0,31,31,63,63,31,31,63,63,31,31,31,31,31,0,31,63,63,63
495,"(643, 644)",2,10.55683748096917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"(644, 106)",2,9.458454635307863,84,127,42,42,42,127,127,84,42,42,42,42,63,84,42,42,42,127,42,63,127,127,84,84,127,31,31,127,42,84
497,"(106, 107)",2,4.389393733615254,127,191,63,63,63,191,191,127,63,63,63,63,0,127,63,63,63,191,63,95,191,191,127,127,191,0,0,191,63,127
498,"(107, 102)",2,6.0671369113884,127,191,31,63,63,191,191,63,63,63,31,31,63,63,31,63,63,95,63,63,95,95,127,127,95,31,31,95,31,127
499,"(102, 103)",2,6.526792587282238,0,0,31,31,0,0,0,0,0,0,31,0,0,0,0,31,31,0,0,31,0,0,0,0,0,0,0,0,31,0
500,"(103, 954)",2,9.587225934182845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"(954, 451)",2,10.76204503678223,42,42,42,42,42,0,63,84,0,31,42,42,0,0,63,42,42,42,0,42,42,0,0,0,42,63,0,63,42,0
502,"(451, 450)",2,9.406922304849804,63,63,63,63,63,63,105,105,42,63,63,63,42,42,105,63,63,63,42,63,63,42,42,42,63,42,31,105,63,42
503,"(450, 449)",2,9.895692071323774,63,63,63,63,63,127,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,31,63,63,63
504,"(449, 448)",2,11.044731700144858,31,31,63,63,31,63,31,31,63,31,63,31,31,63,31,63,63,31,31,63,31,31,31,31,31,31,31,31,63,31
505,"(448, 82)",2,8.795131804628232,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,95,0,0,0,0
506,"(82, 83)",2,6.967248893956568,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,191,0,0,0,0
