,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
0,"(0, 3)",1,3.9579418969831943,63,63,63,0,127,63,31,63,63,63,0,0,63,127,63,42,0,63,63,127,63,127,63,63,31,0,0,127,0,63
1,"(3, 300)",1,7.297175950102471,63,63,63,0,127,63,42,63,63,63,0,0,63,127,63,63,0,63,63,127,63,127,63,63,42,0,0,127,0,63
2,"(300, 301)",1,9.279220603533833,63,63,63,0,127,63,105,63,63,63,0,0,63,127,63,63,0,63,63,127,63,127,63,63,95,0,0,127,0,63
3,"(301, 302)",1,9.661835821569264,0,0,0,0,0,63,127,0,63,63,0,0,0,0,0,0,0,63,63,0,63,0,63,63,0,0,0,0,0,63
4,"(302, 303)",2,7.833110204676264,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,31,0,31,0,0,31,0,0,0,0,0,0
5,"(303, 304)",2,7.879514458875396,95,63,63,31,31,42,0,63,42,63,0,0,95,31,63,63,31,63,63,31,63,63,42,63,63,0,0,63,0,42
6,"(304, 6)",3,6.7612429587213985,191,127,127,63,63,63,42,127,63,63,0,0,191,63,127,127,63,63,63,63,63,127,63,63,127,0,0,127,0,63
7,"(6, 7)",3,5.945745120965729,191,127,127,63,63,63,63,127,63,63,0,0,191,63,127,127,63,63,63,63,63,127,63,63,127,0,0,127,0,63
8,"(7, 406)",2,7.878112285279562,42,42,42,42,42,42,42,42,42,63,0,0,42,42,42,42,42,63,63,42,63,42,42,63,42,0,0,42,0,42
9,"(406, 407)",2,9.690378973330454,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
10,"(407, 408)",2,13.068809992357854,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
11,"(408, 409)",2,14.420730347951102,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
12,"(409, 410)",2,13.685711744225364,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
13,"(420, 419)",2,12.90719792470219,63,63,127,63,63,63,63,63,63,63,0,63,63,63,63,63,63,127,63,63,63,63,63,63,63,0,0,63,0,63
14,"(419, 418)",2,12.415080297348354,63,63,42,63,63,63,63,63,63,63,0,63,63,63,63,63,63,42,63,63,63,63,63,63,63,0,0,84,0,63
15,"(418, 417)",2,12.221363029905275,63,63,105,63,63,63,63,84,63,84,0,63,84,84,63,63,63,84,84,63,63,105,63,63,127,0,0,84,0,84
16,"(417, 416)",2,8.309431417104477,63,63,191,63,63,63,63,127,63,127,0,63,127,127,63,63,63,127,127,63,63,191,63,63,255,0,0,63,0,127
17,"(416, 5)",2,7.782171809021162,63,63,191,63,63,63,63,127,63,127,0,63,127,127,63,63,63,127,127,63,63,191,63,63,255,0,0,63,0,127
18,"(5, 4)",2,5.483721110260584,63,63,105,63,63,63,63,127,63,84,0,63,84,84,63,63,63,84,84,63,63,105,63,63,169,0,0,63,0,84
19,"(4, 305)",2,6.6807001779306905,0,0,63,42,42,42,42,127,42,63,0,0,63,63,0,0,42,63,63,42,42,63,42,42,127,0,0,63,0,63
20,"(305, 306)",2,7.627315767994015,42,42,42,63,63,63,63,84,63,63,0,0,42,63,42,0,63,63,63,63,63,42,63,63,84,0,0,42,0,63
21,"(306, 307)",1,8.000562908749911,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,31,63,63,63,63,63,63,63,63,63,0,0,63,0,63
22,"(307, 308)",1,9.573388218141037,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,84,63,63,63,63,63,63,63,63,63,0,0,63,0,63
23,"(308, 309)",1,8.710567333680755,63,63,63,63,63,63,31,63,63,63,0,0,63,63,63,127,63,63,63,63,63,63,63,63,31,0,0,31,0,63
24,"(309, 2)",1,8.186202849035816,63,63,63,63,63,63,42,63,105,63,0,0,95,63,105,95,63,63,95,63,63,63,63,63,31,0,0,0,0,63
25,"(2, 1)",1,4.043543845763712,0,31,31,0,0,31,63,31,127,31,0,0,63,0,127,31,0,31,63,0,31,0,31,31,31,0,0,0,0,31
26,"(3, 2)",1,3.1915140416665917,63,63,63,0,127,63,42,63,84,63,0,0,63,127,84,63,0,63,63,127,63,127,63,63,31,0,0,127,0,63
27,"(2, 320)",1,9.40222354216659,42,42,84,0,42,42,63,42,84,84,0,0,42,42,84,0,42,42,42,42,42,42,42,0,42,0,0,42,0,42
28,"(320, 321)",1,10.5127936637796,63,63,127,0,63,63,63,63,63,127,0,0,63,63,63,0,63,63,63,63,63,63,63,0,63,0,0,63,0,63
29,"(321, 322)",1,9.440918396315798,42,42,42,0,42,42,42,42,42,42,0,0,42,42,42,0,42,0,42,42,42,42,42,42,42,0,0,42,0,42
30,"(322, 323)",1,7.455926450206209,63,63,63,0,63,63,63,63,63,63,0,0,63,63,63,0,63,0,63,63,63,63,63,63,63,0,0,63,0,63
31,"(323, 324)",1,10.444264468468418,63,63,63,31,63,63,63,63,63,63,0,0,63,63,63,31,63,31,63,63,63,63,63,63,63,0,0,63,0,63
32,"(335, 334)",1,9.661835821569323,31,31,31,0,31,31,31,159,63,31,0,0,31,31,63,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
33,"(334, 333)",1,7.787848083889034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"(333, 332)",1,9.853177878262349,42,42,42,0,31,42,42,42,31,31,0,0,42,31,31,31,31,31,84,31,31,31,31,31,31,0,0,63,0,31
35,"(332, 331)",1,9.335009192935942,148,63,95,0,0,95,63,63,0,0,0,0,63,0,0,0,0,0,127,84,0,127,127,84,63,0,0,0,0,0
36,"(331, 1)",1,9.335009192935829,191,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,127,0,191,191,127,0,0,0,0,0,0
37,"(1, 0)",1,3.3237725668418014,31,31,31,0,63,31,63,31,31,31,0,0,31,63,31,0,0,31,31,63,31,63,31,31,0,0,0,63,0,31
38,"(7, 5)",2,4.391909866658633,31,31,95,31,31,31,31,63,31,95,0,31,63,63,31,31,31,95,95,31,63,95,31,63,127,0,0,31,0,63
39,"(5, 310)",2,10.1012067698254,63,63,105,63,63,63,63,84,63,127,0,63,84,105,63,63,63,84,105,63,63,105,63,63,127,0,0,105,0,105
40,"(310, 311)",2,8.795131804628213,63,63,63,63,63,63,63,63,63,127,0,0,63,63,63,63,63,63,127,63,63,63,63,63,63,0,0,127,0,127
41,"(311, 312)",2,9.279220603533675,63,63,63,63,63,63,63,63,63,105,0,0,63,63,63,63,63,63,105,63,63,63,63,63,63,0,0,105,0,105
42,"(312, 313)",2,8.823974547123415,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
43,"(313, 314)",2,7.586651951712875,63,63,63,63,84,63,63,84,63,63,0,0,63,63,63,63,63,63,84,63,63,84,84,63,84,0,0,63,0,63
44,"(314, 11)",2,7.503191116568675,0,0,0,0,127,0,0,127,0,0,0,0,0,0,0,0,0,0,127,0,0,127,127,0,127,0,0,0,0,0
45,"(10, 315)",2,6.806839526176761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
46,"(315, 316)",2,8.618767223195457,31,42,31,42,31,31,42,42,42,31,0,0,31,31,31,31,31,42,31,127,42,31,31,42,31,0,0,42,0,31
47,"(316, 317)",2,8.987717025161059,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,105,63,63,63,84,63,63,63,63,63,0,0,63,0,63
48,"(317, 318)",2,9.690378973330418,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,105,63,63,63,63,63,63,63,63,63,0,0,63,0,63
49,"(318, 319)",2,8.950765859958826,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
50,"(319, 4)",2,9.317240616723113,127,63,84,63,95,95,63,84,63,84,0,0,84,84,95,63,63,84,84,63,63,105,127,63,105,0,0,63,0,84
51,"(4, 6)",2,3.9271185174656407,127,84,105,31,31,31,31,127,31,63,0,0,127,63,84,63,31,63,63,31,31,95,31,31,127,0,0,95,0,63
52,"(324, 325)",1,9.365728202556085,0,0,0,0,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"(325, 326)",1,7.257706849604574,84,84,84,42,84,84,127,42,84,42,0,0,84,84,42,42,42,42,84,42,42,84,42,84,42,0,0,42,0,84
54,"(326, 327)",1,7.7523031786643255,127,127,127,63,127,127,191,63,127,63,0,0,127,127,63,63,63,63,127,63,63,127,63,127,63,0,0,63,0,127
55,"(327, 328)",1,9.69379850374564,127,84,84,63,127,84,105,63,127,105,0,0,84,127,105,63,105,105,127,63,105,84,105,127,63,0,0,105,0,84
56,"(328, 329)",1,9.9424699422655,127,63,63,63,127,63,63,63,127,127,0,0,63,127,127,0,127,127,127,63,127,63,127,63,63,0,0,127,0,63
57,"(329, 330)",1,7.957641867045013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0
58,"(330, 12)",1,6.967248893956593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"(12, 13)",1,4.016129673092142,84,63,42,42,31,42,31,31,31,84,0,0,42,42,31,31,31,63,63,42,63,0,31,63,42,0,0,31,0,31
60,"(13, 342)",1,7.469249867574056,127,127,63,63,31,63,31,31,63,127,0,0,63,63,31,63,31,63,63,63,31,31,31,0,63,0,0,31,0,31
61,"(342, 343)",1,6.431306671344509,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"(343, 344)",1,7.257706849604597,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"(344, 17)",1,7.503191116568566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"(17, 18)",1,5.084394353121193,63,63,31,31,31,63,31,63,31,63,0,0,63,31,31,31,31,31,31,31,31,31,31,0,31,0,0,63,0,31
65,"(19, 16)",1,3.8903760466365123,63,127,63,63,63,63,127,127,63,63,0,0,127,63,63,63,63,63,63,63,127,63,63,63,63,0,0,127,0,191
66,"(16, 345)",1,7.833110204676287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"(345, 346)",1,8.08708769152731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
68,"(346, 347)",1,7.091407228072679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"(347, 14)",1,6.761242958721484,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,42,0,0,0,0,0,0
70,"(14, 15)",1,3.9243043870308014,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0
71,"(15, 341)",1,7.137990215664846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"(341, 340)",1,7.709432970677135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"(340, 339)",1,7.6273157679939985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,84,0,0,0,0,0,0,0,0,0,127
74,"(339, 338)",1,10.389115651651933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,127,0,63,0,0,63,0,0,31,0,148
75,"(338, 337)",1,8.126606933208118,31,31,31,0,31,31,31,63,63,63,0,0,31,31,31,95,31,31,31,95,63,127,31,31,127,0,0,63,0,95
76,"(337, 336)",1,8.729570848378982,63,63,63,0,63,63,63,127,127,127,0,0,63,63,63,63,63,63,63,63,127,127,63,63,127,0,0,63,0,63
77,"(336, 335)",1,10.196996218698846,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"(15, 12)",1,4.537893017451112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"(12, 367)",1,9.790188880923372,31,31,31,0,31,31,31,31,63,31,0,0,31,31,31,0,31,31,31,31,31,63,31,0,31,0,0,31,0,31
80,"(367, 366)",1,8.122527652301981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"(366, 365)",1,7.547232921827664,42,84,42,127,42,42,42,42,42,42,0,0,42,42,42,0,42,84,84,84,42,42,42,84,42,0,0,84,0,42
82,"(365, 364)",1,7.393433048895052,84,127,63,169,63,63,63,63,63,63,0,0,63,84,63,63,84,127,148,127,105,63,63,127,63,0,0,127,0,63
83,"(364, 363)",1,7.4648113706776345,127,127,0,127,0,0,0,0,63,0,0,0,63,127,0,127,127,0,169,63,169,0,0,127,0,0,0,127,0,63
84,"(363, 24)",1,7.173498983510471,159,0,0,127,0,95,0,0,0,0,0,0,159,0,0,127,0,0,127,159,127,95,0,127,95,0,0,0,0,159
85,"(24, 25)",1,4.994514379177538,31,63,95,31,31,63,95,63,63,31,31,0,63,31,63,63,63,63,31,63,63,63,31,31,63,0,0,63,0,63
86,"(25, 382)",1,7.445547309219043,63,127,191,63,63,127,191,127,127,63,63,0,127,63,127,127,127,127,63,127,127,127,63,63,127,0,0,127,0,127
87,"(382, 383)",1,7.464811370677618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"(386, 385)",1,8.288131974403464,63,63,63,63,0,63,127,127,63,63,0,0,63,63,63,63,63,63,127,63,63,127,63,63,63,0,0,0,0,127
89,"(385, 26)",1,7.469249867573948,31,31,84,31,31,31,31,31,31,31,0,0,31,31,31,31,63,63,63,31,31,31,31,31,31,0,0,31,0,31
90,"(26, 27)",1,4.537893017451112,105,105,63,105,105,63,63,63,63,63,0,0,63,63,63,63,127,127,127,63,63,63,63,63,63,0,0,63,0,63
91,"(27, 362)",1,9.317240616723097,95,84,84,84,105,31,31,63,63,63,31,0,63,31,106,31,63,31,31,31,31,63,31,63,31,0,0,63,0,63
92,"(362, 361)",1,7.216491228754333,31,63,127,63,63,0,42,127,127,127,42,0,127,31,127,0,127,31,31,0,31,84,42,127,0,0,0,127,0,127
93,"(361, 360)",1,7.173498983510581,63,63,127,63,63,42,63,127,127,127,63,0,84,63,127,42,84,63,63,42,63,84,63,127,42,0,0,84,0,127
94,"(360, 359)",1,7.297175950102471,63,63,105,63,63,63,63,127,105,127,0,0,63,63,105,63,63,63,84,63,84,63,63,95,63,0,0,63,0,105
95,"(359, 358)",1,7.503191116568566,63,63,63,63,63,63,63,127,63,127,0,0,63,63,63,63,63,63,127,63,127,63,63,191,63,0,0,63,0,63
96,"(358, 13)",1,8.923571093483702,63,63,31,31,63,31,0,0,31,63,0,0,31,31,0,31,63,31,31,31,0,0,63,0,31,0,0,0,0,0
97,"(13, 14)",1,4.665137107298908,127,127,63,63,31,63,0,0,63,127,0,0,63,63,0,63,0,63,63,63,0,0,31,31,63,0,0,0,0,0
98,"(11, 9)",2,7.421769053492849,0,0,0,0,127,0,0,127,0,0,0,31,0,0,0,0,0,0,127,0,0,127,127,0,127,0,0,0,63,0
99,"(9, 374)",2,9.734080942049447,42,42,42,42,42,42,84,42,42,42,42,63,42,42,42,42,42,42,127,42,42,42,42,42,42,0,0,42,127,84
100,"(374, 375)",2,10.070021628689526,63,63,63,63,63,63,95,63,63,63,63,63,63,63,63,63,63,63,95,63,63,63,63,63,63,0,0,63,127,127
101,"(375, 376)",2,9.389972224960296,42,0,0,42,42,0,0,0,0,0,42,0,0,42,0,0,0,0,42,0,0,0,42,42,0,0,0,0,84,84
102,"(376, 377)",2,8.665923513807547,63,63,127,63,63,63,95,63,63,31,63,0,63,63,63,84,63,63,63,63,63,63,63,63,63,0,0,63,127,127
103,"(377, 25)",2,8.65705900387111,42,84,191,42,42,84,127,84,84,42,42,0,84,42,84,127,84,84,42,84,84,84,42,42,84,0,0,84,0,84
104,"(25, 26)",2,4.206903546540654,63,95,148,63,63,95,127,95,95,63,63,0,95,63,95,105,127,127,95,105,95,95,63,63,95,0,0,95,0,95
105,"(26, 373)",2,7.503191116568628,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,127,127,127,63,63,63,63,63,63,0,0,63,0,63
106,"(373, 372)",2,6.35005857277932,31,31,31,31,31,31,31,31,31,63,0,0,31,31,31,31,63,31,63,31,31,31,63,31,31,0,0,31,0,31
107,"(372, 371)",2,7.432181401207209,84,105,84,84,84,63,63,63,63,127,0,0,63,84,84,84,127,84,127,84,84,84,127,84,105,0,0,84,0,63
108,"(370, 369)",2,6.225311556775608,42,42,42,42,42,63,105,105,42,63,0,0,42,42,42,63,42,42,42,63,42,42,63,42,42,0,0,84,63,42
109,"(369, 368)",2,8.493523439472423,105,105,84,84,105,63,127,127,84,63,0,0,105,84,105,63,84,63,84,63,84,63,63,84,63,0,0,127,63,63
110,"(368, 27)",2,8.904981591119306,169,169,127,127,169,63,0,0,127,63,0,0,191,127,191,63,127,0,127,63,127,0,63,127,0,0,0,0,63,0
111,"(27, 24)",2,3.807134469365411,127,127,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"(24, 378)",2,8.857813356728832,31,31,31,31,31,42,31,31,31,42,0,0,31,84,31,42,84,84,31,42,31,63,42,31,31,0,0,31,42,63
113,"(378, 379)",2,9.22770496165103,42,42,42,42,42,63,42,42,42,63,0,31,63,105,42,63,105,105,42,63,42,63,63,42,42,0,0,42,63,63
114,"(379, 380)",2,9.389972224960296,63,63,63,63,63,63,63,63,63,63,0,63,127,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
115,"(380, 381)",2,10.248964678395362,63,63,63,63,63,63,63,63,63,63,63,63,95,63,63,63,63,95,63,63,63,63,63,63,63,0,31,63,63,63
116,"(381, 8)",2,8.930996060315358,63,63,63,63,63,63,63,63,63,63,127,63,63,63,63,63,63,127,63,63,63,63,63,63,63,0,63,63,63,63
117,"(8, 10)",2,7.343958034974843,0,0,0,0,0,0,0,0,0,0,127,63,0,0,0,0,0,127,0,63,0,0,0,0,0,0,63,0,0,0
118,"(16, 17)",2,4.414490528953713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"(17, 348)",2,7.800604600356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"(348, 349)",2,7.469249867574045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"(349, 350)",2,8.132042791296342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"(350, 351)",2,8.004704344404068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
123,"(351, 352)",2,8.33597918894993,31,31,31,31,31,31,31,31,31,31,31,0,63,31,63,31,84,31,31,31,31,63,31,63,31,0,84,31,31,31
124,"(352, 20)",2,7.6273157679939505,63,63,63,31,63,95,84,63,63,31,42,0,63,63,31,31,191,31,31,31,63,95,31,31,63,0,127,31,31,63
125,"(355, 354)",2,8.61876722319552,63,63,42,42,42,63,42,63,63,42,42,0,84,42,42,42,42,42,42,42,42,42,63,42,42,42,0,42,0,42
126,"(354, 353)",2,8.74474392619335,127,127,63,63,63,127,63,127,127,63,63,0,191,63,63,63,63,63,63,63,63,63,63,63,63,63,0,63,0,63
127,"(353, 18)",2,7.725179670340215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"(18, 19)",2,4.057181469120367,31,63,31,31,31,31,63,63,31,31,0,0,63,31,31,31,31,31,31,31,63,31,31,31,31,0,0,63,0,95
129,"(356, 355)",2,7.800604600356514,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,95
130,"(357, 356)",2,7.547232921827649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"(23, 357)",2,7.173498983510565,0,0,63,63,0,0,0,0,63,0,0,0,0,63,63,0,0,0,0,63,0,0,0,63,0,0,0,127,0,63
132,"(371, 21)",2,8.667338444840624,127,191,127,127,127,127,127,63,63,127,0,0,63,127,127,127,127,127,127,127,127,127,127,127,191,0,0,127,0,127
133,"(21, 22)",2,4.742640283525538,127,191,127,127,127,191,191,63,63,127,0,0,63,127,127,127,127,127,127,127,127,127,127,127,191,0,0,127,0,191
134,"(23, 20)",2,4.740310320091627,31,31,63,63,31,31,42,42,63,31,31,0,31,63,63,31,31,31,31,63,31,31,31,63,31,0,63,127,31,63
135,"(20, 370)",2,6.225311556775523,0,0,0,0,0,42,63,63,0,42,63,0,0,0,0,31,0,0,0,42,0,0,42,0,0,0,127,0,42,0
136,"(20, 21)",2,4.665137107299006,63,95,63,63,63,95,127,63,31,63,63,0,31,63,63,63,63,63,63,63,63,63,63,63,95,0,127,63,0,95
137,"(21, 388)",2,10.048573115396133,95,127,95,95,95,127,127,63,63,95,31,0,63,95,95,95,127,127,95,95,95,127,95,95,127,0,31,127,0,159
138,"(388, 389)",2,9.406922304849708,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,31,31,0,31
139,"(389, 390)",2,7.7821718090212615,42,84,42,42,127,84,84,84,42,84,31,0,31,42,42,42,31,31,42,42,84,84,84,42,84,0,42,84,0,42
140,"(390, 32)",2,7.522307558039188,63,127,63,63,191,127,127,127,63,127,42,0,42,63,63,63,31,31,63,63,127,127,127,63,127,0,63,127,0,63
141,"(32, 33)",2,4.341310137943272,63,127,63,63,127,127,127,127,63,127,63,0,63,63,63,63,31,31,63,63,127,127,127,63,127,0,63,127,0,63
142,"(33, 494)",2,8.971095520895677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"(494, 495)",2,12.371624430210728,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,63,0,0,0
144,"(495, 496)",2,11.665352673471189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"(488, 487)",2,10.688221080846914,127,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,127,63,0,63,63,63
146,"(487, 486)",2,11.722508099791156,127,95,63,95,63,95,95,95,95,63,63,0,95,63,63,95,95,63,63,95,95,95,95,95,127,63,0,63,63,63
147,"(486, 34)",2,9.365846158087688,127,127,63,127,63,127,127,127,127,63,63,0,127,63,63,127,127,63,63,127,127,127,127,127,127,63,0,63,63,63
148,"(34, 35)",2,4.4543512974009705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
149,"(35, 393)",2,8.369045479767209,42,42,42,42,42,42,42,63,42,42,42,0,63,42,42,42,42,42,42,42,42,63,42,63,42,0,0,42,31,42
150,"(393, 392)",2,8.446568711813585,63,63,63,63,63,63,63,127,63,63,63,0,127,63,63,63,63,63,63,63,63,127,63,63,63,0,0,63,0,63
151,"(392, 391)",2,9.790188880923386,63,95,31,31,63,63,63,63,31,63,31,0,63,31,31,63,63,63,63,31,63,95,95,31,63,0,0,63,0,31
152,"(391, 22)",2,8.33597918894993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
153,"(22, 23)",2,3.927118517465676,0,0,31,31,0,0,0,0,31,0,0,0,0,31,31,0,0,0,0,31,0,0,95,31,0,0,0,63,0,31
154,"(11, 944)",2,7.9839756837704305,0,0,0,0,127,0,0,95,0,0,0,0,0,0,31,0,0,0,127,0,0,95,127,0,127,0,0,0,0,31
155,"(944, 943)",2,7.6246212534345945,42,42,42,42,42,42,42,31,42,42,42,0,42,42,31,42,42,42,42,42,42,31,127,42,42,0,0,42,0,31
156,"(943, 942)",2,9.88648872767718,63,63,63,63,63,63,63,0,63,63,63,0,63,63,63,63,63,63,63,63,63,0,0,63,63,0,0,63,0,0
157,"(942, 941)",2,7.68661481874461,42,42,42,42,84,42,42,84,42,42,42,0,42,42,169,42,42,42,42,42,42,42,42,42,42,0,42,42,84,42
158,"(941, 940)",2,9.205950027743757,63,63,63,63,127,63,63,127,63,63,63,0,63,63,159,63,63,63,63,63,63,63,63,63,63,0,63,63,127,63
159,"(940, 939)",2,9.394242011717553,31,31,31,63,31,31,31,31,31,31,31,0,31,63,31,31,31,31,31,31,63,31,31,31,31,0,31,63,31,63
160,"(958, 959)",2,7.833110204676233,0,63,63,63,127,63,31,63,63,0,0,31,127,42,63,0,0,31,63,127,31,63,63,0,63,0,0,63,31,63
161,"(959, 960)",2,10.251023280227583,0,63,63,63,95,95,63,63,63,31,31,63,95,63,63,31,31,63,63,95,63,63,63,31,63,0,0,95,63,63
162,"(960, 961)",2,7.586651951712797,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
163,"(961, 962)",2,7.379972757071935,0,0,0,84,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
164,"(962, 963)",2,10.478057930178768,0,31,31,127,42,31,63,42,0,0,0,0,63,42,31,0,0,42,42,42,84,63,42,0,42,0,0,0,84,42
165,"(963, 964)",2,8.082988466278778,0,0,0,0,63,0,0,63,0,0,0,0,0,63,0,0,0,63,63,63,127,0,63,0,63,0,0,0,127,63
166,"(964, 9)",2,8.294793925462521,0,31,31,0,63,31,63,63,0,31,31,31,63,63,31,31,31,63,84,63,95,63,95,31,63,0,0,0,63,63
167,"(9, 8)",2,4.907491384187564,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,63,127,0,0,0,0,0,0,0,31,0,127,0
168,"(383, 384)",1,8.413807093081294,42,42,31,31,42,84,84,31,31,84,0,0,42,31,31,31,0,42,31,31,31,31,31,42,31,0,0,42,42,42
